city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
USS Midway Museum Ticket,"With this ticket, you'll have access to the USS Midway Museum, a 'floating' city' and former working vessel that was the longest-serving navy aircraft carrier of the 20th century. Inside, you can explore more than 60 exhibits and learn about the carrier's incredible history. You can even follow a self-guided route with an audio guide narrated by former sailors of the Midway.",[],"['Skip-the-line admission', 'Admission to selected exhibitions and galleries', 'Audio guide']",,[],['Please note that the tour price includes admission to selected galleries and over than 60 selected exhibitions.\rPlease bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book or be accompanied by an adult. Children aged 0 to 5 years can participate for free. Operated by Klook'],"USS Midway Museum TicketUSS Midway Museum, 910 N Harbor Dr, San Diego, CA, 92101"
"Hop-on, Hop-off Old Town Trolley Tour","With a one- or two-day pass to San Diego's old town trolley tour, you'll ride a route that passes over 100 hotspots. You can hop on and off whenever you like to explore the places that interest you most.  Some of the attractions you'll find along the way include the iconic Gaslamp Quarter with its Victorian buildings, Balboa Park, San Diego Zoo, Little Italy and a wide range of museums. You'll have a guide on board to offer engaging commentary, and your pass will give you complimentary admission to ten museums along the route.",[],,,[],[],"Departure pointSan Diego, CA"
San Diego Harbour Dinner Cruise,"During this experience, you will be able to enjoy scenic views of the San Diego Bay and enjoy cocktails, dinner and music onboard a luxurious vessel. Once you arrive, you will step aboard the cruise and get ready for a night filled with music and entertainment. You will be able to sit inside or on the open-air deck and enjoy views of downtown San Diego, Coronado Island, Coronado Bridge and other sites. Later, you will enjoy dinner under the night sky.",[],"['Welcome drink', 'Dinner', '2.5-hour cruise']","['Hotel pickup and drop-off', 'Souvenir photos']",['Suitable for all fitness levels'],"['Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.']","Departure point990 N Harbor Dr, Marina, San Diego, CA, 92101Please arrive at the Flagship ticket booth.

Please share your contact details at checkout in the 'special requirements' section."
Two Hour Kayak and Snorkel Tour for Two in La Jolla,"Guests get to kayak out into the La Jolla Ecological Reserve with trained professional guides to take them to various snorkel sports in the La Jolla Ecological Reserve (spot depends on safety and may change depending on the day.)Once the group arrivals at chosen snorkel spot, the guides will till all of the kayaks together with rope and drop a sea anchor, so the kayaks are stationary, and the guests get to hop out and snorkel in the majestic waters of the La Jolla Ecological Reserve. After the snorkeling portion, guests kayak back to the launching point. Entire duration last two hours.No snorkel experience necessary but preferred. Must be a comfortable swimmer in the ocean to participate.",[],"['Snorkel, Mask and Finns, Life Jacket, Paddle and Two Person Kayak']","['Concessionaire Percentage Fee', 'Wetsuits are not included but not mandatory but have them available for Rent for $12.00 per Wetsuit', 'Lockers are available for rental ($6.00) and will be handled at check in.']",[],[],"Departure point2261 Avenida De La Playa, Avenida De La Playa 2261, La Jolla, San Diego, 92037"
One-day LEGOLAND Theme Park Admission,"With this ticket, you will get a chance to visit the LEGOLAND® theme park and ride more than 60 different rides. At Explorer Island, you'll visit the prehistoric era to see life-sized dinosaurs made of LEGO bricks. The Miniland USA section of the park has amazing LEGO art on the display. Here, you'll see famous landmarks made of LEGO bricks such as Mt Rushmore, Taj Mahal, Sydney Opera House and more. You can also upgrade the ticket to include admission to LEGOLAND and SEA LIFE aquarium. At SEA LIFE, you will get a chance to explore the Lost City of Atlantis and check out sharks, stingrays and tropical fishes. You can also hold a sea star or crab at the Touch Pool.",[],['Admission'],"['Tips', 'Food and drinks', 'Hotel pickup and drop-off', 'Parking fees']",['Suitable for all fitness levels'],"['One-day LEGOLAND-only ticket instructions: \r- This ticket will include one-day admission to LEGOLAND California. Please go directly to the entrance to redeem this ticket.\r- Please note that the parking fee is not included in the ticket price.\rTwo-day LEGOLAND plus SEA LIFE ticket instructions: \r- This ticket will include two-day admission to LEGOLAND California and two-day admission to SEA LIFE aquarium. The second visit to both sites must be made within nine days of the first visit. \rShow more', 'Show more']","Departure pointLegoland Drive, Carlsbad, CA, 92008"
Best of the Bay 90-Minute Harbor Tour in San Diego,"Enjoy the best harbor tour on the San Diego Bay—with a professionally narrated harbor tour of many storied landmarks. We’ll cover over 13 miles on the Big Bay, passing by Seaport Village, Shelter Island, ship-building and dry-docking facilities, Coronado Island, Point Loma, and Cabrillo National Monument, among many others. As we sail, we’ll see delightful marine animals and majestic sea birds, and we’ll talk about what local environmental efforts are doing to protect them. You’ll have plenty of opportunities to capture all the sights in photos and video, and our fully stocked snack bar is always open for purchase.We are fortunate to have beautiful outdoor decks that are available for sightseeing on San Diego Bay. We have great weather on the bay right now, we would just recommend you bring a hat, light sweater or jacket and of course your sun glasses!",[],"['Full Snack bar with Hot and Cold items available for purchase', '90min narrated San Diego Harbor Tour', 'All taxes and fees']","['Beverage Service (cash bar available)', 'Cocktails and Soft Drinks']",[],"['What guests loved mostSee all reviews', 'What guests loved mostSee all reviews', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","Departure point92132, Marina, San Diego, 92132Boarding: Pier 2. Parking: City Cruises does not own or operate any parking lots in the area. Local metered Parking is available for Pier 1 on both sides of North Harbor Drive. For Pier 2, ACE Parking lot on the pier next to the USS Midway Museum."
LEGOLAND® California Admission Tickets,"This ticket will provide you with admission to the LEGOLAND® California Resort. During your visit you'll find many rides and attractions, including LEGO Movie World, where you can experience immersive scenes from the LEGO universe. In addition, you'll also have the chance to experience LEGO® Ferrari F40 at the worlds first LEGO Ferrari Build & Race Experience. Here, you'll be able to create your own Ferrari vehicle and test drive it through obstacle courses and virtual tracks.","['60 rides, shows and attractions including the Dragon Coaster and Driving School', 'Chance to join the local LEGO City Police Officers in a 4D chase across town', 'Behind-the-scenes of a movie set at The LEGO Movie 2 Experience']",['Admission to LEGOLAND California'],"['Parking', 'Admission to LEGOLAND® Water Park or SEA LIFE®']",[],"['Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0', 'Good value5.0', 'Good value', 'Good value', '5.0', '5.0', '', 'Facilities5.0', 'Facilities5.0', 'Facilities', 'Facilities', '5.0', '5.0', '', 'Quality of service5.0', 'Quality of service5.0', 'Quality of service', 'Quality of service', '5.0', '5.0', '', 'Ease of access5.0', 'Ease of access5.0', 'Ease of access', 'Ease of access', '5.0', '5.0', '']","LEGOLAND® California Admission Tickets1 LEGOLAND Drive, Carlsbad, CA"
San Diego Whale Watching Tour,"Our trips depart from Mission Bay, which requires only a short 10 minute journey access to the open ocean where whales and dolphins can be seen! The search for whales and other animals begins as soon as you depart the dock and our marine biologists are on the microphone explaining exactly what to expect and what you are seeing from the get go!",[],['Marine biologists are on the microphone explaining exactly what to expect.'],,[],"['4.5 / 5Fabulous(355 reviews)See all reviews', '4.5 / 5Fabulous(355 reviews)See all reviews', '4.5 / 5Fabulous(355 reviews)', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0', 'Good value5.0', 'Good value', 'Good value', '5.0', '5.0', '', 'Facilities5.0', 'Facilities5.0', 'Facilities', 'Facilities', '5.0', '5.0', '', 'Quality of service5.0', 'Quality of service5.0', 'Quality of service', 'Quality of service', '5.0', '5.0', '', 'Ease of access5.0', 'Ease of access5.0', 'Ease of access', 'Ease of access', '5.0', '5.0', '']","Departure point1617 Quivira Rd, Quivira Rd 1617, Mission Bay, San Diego, 92109Our Ticket / check-in booth is a small grey booth between H2O rentals and the Fish & Chips shop facing the marina. Click this link for our exact check in location(https://goo.gl/maps/2hJEu6fC3pR2)"
Behind-the-Scenes at Petco Park Tour,"On this tour of Petco Park, you’ll get to explore the ballpark like a player. As you go behind the scenes, you’ll get to see writer's row in the press box, the Visitors Clubhouse and sit in a Major League dugout. In the Padres Hall of Fame, you’ll get insights into baseball in San Diego and you’ll also go into the Breitbard Hall of Fame. Here, you’ll learn about athletes in or from San Diego who have excelled in their field.",[],"['Admission', 'WiFi access', 'Tips']",,['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Ticket collection point215 Tony Gwynn Dr, East Village, San Diego, CA, 92101The tour begins at the Western Metal Building Ticket Windows on 7th Ave next to the Padres Team Store."
Champagne Brunch Cruise,"This brunch cruise will provide you with a close-up view of San Diego's unique mix of historical and modern highlights, which will include Coronado Island, Seaport Village, the USS Midway Museum and the North Island Naval Station. You can enjoy the cruise on a luxury yacht with stunning harbour and skyline views. You can also enjoy champagne and mimosas with accompaniments and a brunch menu with diverse options.  There will be music from a DJ to add to the atmosphere, and you'll have the choice of both indoor and outdoor seating",[],"['Champagne and mimosas', 'Buffet service menu', 'Coffee and tea', 'Two-hour cruise']","['Hotel pickup and drop-off', 'Photos (approximately USD 15)']",['Suitable for all fitness levels'],"['Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.']","Departure point990 N Harbor Drive, Marina, San Diego, CA, 92101Please meet at the Flagship ticket booth"
San Diego Shore Excursion: San Diego Seal Tour,"While you’re in port in San Diego, explore the city by both land and sea on the San Diego Seal Tour. On an amphibious vehicle that travels on land and in water, you’ll spend this independent shore excursion driving along the waterfront and splashing into San Diego Bay. It’s a fun-filled adventure for the whole family.",[],"['1 hour 30 minute narrated tour', 'All taxes']","['Gratuities', 'Hotel pickup and drop off', 'Food and drinks']",[],"['4.8 / 5Exceptional(115 reviews)See all reviews', '4.8 / 5Exceptional(115 reviews)See all reviews', '4.8 / 5Exceptional(115 reviews)', 'Good value4.5Facilities4.5Quality of service5.0Ease of access5.0', 'Good value4.5Facilities4.5Quality of service5.0Ease of access5.0', 'Good value4.5', 'Good value4.5', 'Good value', 'Good value', '4.5', '4.5', '', 'Facilities4.5', 'Facilities4.5', 'Facilities', 'Facilities', '4.5', '4.5', '', 'Quality of service5.0', 'Quality of service5.0', 'Quality of service', 'Quality of service', '5.0', '5.0', '', 'Ease of access5.0', 'Ease of access5.0', 'Ease of access', 'Ease of access', '5.0', '5.0', '']","Departure point825 W Harbor Dr, W Harbor Dr 825, Marina, San Diego, 92101Seaport Village is a 10 minute walk from the cruise port. 825 W. Harbor Blvd. next to the Bay Company retail store in Seaport Village. Check in 30 minutes required prior to tour time."
La Jolla Sea Caves Kayaking Tour,"This kayaking tour will give you the chance to explore the La Jolla Underwater Park and Ecological Reserve with an expert naturalist guide. You'll be able to paddle through the sea caves and kelp forests while taking in views of the coastal scenery.  As you explore the park, you'll get to see an abundance of wildlife such as sea lions, seals, wading birds and if you're lucky, maybe even dolphins or orcas. You can round off the tour with a kayak surf ride back to La Jolla Shores beach.",[],"['Guide services', 'Life jacket rental', 'Wet suit rentals (offered seasonally)', 'Kayaking equipment (single or tandem)']","['Tips', 'Food and drinks']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['Visitors must show a valid photo ID.', 'Visitors must show a valid photo ID.', 'Please arrive at least 60 minutes before the activity starts.', 'Please arrive at least 60 minutes before the activity starts.']","Departure pointAvenida De La Playa 2222, La Jolla, San Diego, 92037Meet your guide by the yellow awning outside of the kayak shop. 

Please arrive 60 minutes before the scheduled tour time to allow for parking and gear set up.

Please note that free parking is available on the side streets. The spots marked 'two-hour parking' are not recommended as you will not have enough time."
San Diego Scenic Tour,Visit San Diego area with a local tour guide in smaller groups ! It includes visit of La Jolla & Mt Soledad - Coronado Island - Balboa Park - Old Town & Downtown. It’s a 4-hour tour of the best scenic stops.Tour is offer Monday to Friday from 9.30am to 1.30pmSaturday & Sunday: 9am to 1pm or 1.30pm to 5.30pm,[],"['Bottled water', 'Driver/guide', 'Snacks']",['Gratuities'],[],"['4.6 / 5Fabulous(240 reviews)See all reviews', '4.6 / 5Fabulous(240 reviews)See all reviews', '4.6 / 5Fabulous(240 reviews)', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0', 'Good value5.0', 'Good value', 'Good value', '5.0', '5.0', '', 'Facilities5.0', 'Facilities5.0', 'Facilities', 'Facilities', '5.0', '5.0', '', 'Quality of service5.0', 'Quality of service5.0', 'Quality of service', 'Quality of service', '5.0', '5.0', '', 'Ease of access5.0', 'Ease of access5.0', 'Ease of access', 'Ease of access', '5.0', '5.0', '']","Departure point500 W Broadway, W Broadway 500, Core-Columbia, San Diego, 921019.30AM: In front of The Guild Hotel (500 W. Broadway, 92101) . It's at the corner of Broadway & India street. There is a US Bank right next to it"
"Drink, Ride, Sing, & Dance! Bar Tour (4 bars included)","From beginning to end count on a great time! MEET. MAKE MEMORIES. REPEAT. 4 bars in 1 night is the plan - LET'S DO IT!!- You'll start things off with a FREE drink, karaoke, & complimentary bull ride at our meeting location, DOUBLE DEUCE! - We'll then move the group to the second bar, TIN ROOF, for some fun bar games and high energy live band entertainment! Half-off drink specials available for our guests.- Next up, we'll continue the excitement by heading to the third bar, AMERICAN JUNKIE, where dancing on the bar top is encouraged while the DJ does his thing. Exclusive beer & White Claw drink specials here just for us.- We'll then end the night at a local bar/club favorite, WHISKEY GIRL, with spacious dance floors and always rockin' DJs!! Here you can take advantage of drink deals.So. Much. Fun!!!",[],"['A free welcome drink will be available at the meeting location, as well as exclusive discounts (i.e. $4/$5 drinks or 50% off bar tab) offered at each bar thereafter. .']",['Local bar $6 drink deals'],[],[],"Departure pointThe Double Deuce, F St 528, Gaslamp Quarter, San Diego, 92101We will have a podium with our logo in front or at the entrance of the venue."
True Crime Walking Tour of the Gaslamp Quarter,"This unique activity gives you the chance to learn about the true crime history of San Diego's Gaslamp Quarter. After meeting your guide, you'll walk through the famed district to learn about its darker history. You'll visit a historic hotel thought to still be haunted and go back in time when the Gaslamp Quarter was named Stingaree, which featured a seedy Red Light District. During the tour, you'll hear harrowing stories about the area's most infamous crimes and criminals. Due to the nature of the tour, the activity is recommended for participants over the age of 12.",[],['Guide services'],['Tips'],['Suitable for all fitness levels'],"['Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Departure pointFifth Ave 614, Gaslamp Quarter, San Diego, CA, 92101Please meet your guide outside the door marked '614', located next to Henry's Pub. Please do not enter Henry's Pub unless dining here."
San Diego Balboa Park Scavenger Hunt Walking Tour and Game,Enjoy a walking tour of beautiful Balboa Park in San Diego while following clues on your smartphone and solving interesting puzzles along the tour.Play the game on your smartphone with your group as the game guides you through the city.Score points for correct answers and try to get the high score on the leaderboard.See major attractions as well as less-known gems of San Diego on this unique scavenger hunt and walking tour. Play any time that fits your schedule! There is no in-person guide you have to wait for!Tour several attractions in Balboa Park - San Diego.Your group of 2 to 6 people works together to solve the 24 challenges on the scavenger hunt.Wear comfortable shoes! You'll walk about 2 miles along this scavenger hunt tour.Explore the park at your own paceEnjoy fun challenges with family and friendsDiscover San Diego Balboa Park's hidden gems and historic sightsPerfect for all ages,[],['Access to the interactive scavenger hunt tour and challenges you follow & find with your smartphone.'],,[],[],"Departure point2115 Park Blvd, Park Blvd 2115, Inspiration Point North, San Diego, 92101The tour starts and ends at the parking lot of the Veterans Museum in Balboa Park. Please make sure you complete checkout on our website (enter your booking number as a coupon code) and can access the scavenger hunt content through the My Account page before you arrive."
San Diego Bay One-hour Pedal Boat Rental,"With this one-hour pedal boat rental, you can explore the charms of San Diego Bay in a unique and fun way. You’ll set out from Shelter Island after a briefing from the experienced crew. Out on the water, you can get up close to attractions like the Americas Cup Harbor, Harbor Island and Liberty Station. You’ll also find a variety of local wildlife to look out for like sea lions and birds. You can bring food and drink on board to enjoy against the backdrop of the city skyline.","['Fun and eco-friendly way to discover the bay', 'Sightseeing from the water and wildlife-watching']","['One-hour eco pedal boat rental', 'Life jackets for adults, children and dogs']","['Tips', 'Binoculars rental (USD 3)', 'Bluetooth speaker rental (USD 5)', 'Pet clean-up fee (USD 5)']","['Service animals welcome', 'Public transport links nearby']","['Suitable for all fitness levels', 'Suitable for all fitness levels']","Departure point2803 Emerson St, San Diego, CA, 92106Pedal boats depart from the first dock at the H&M Landing. 

Please note that limited parking is available on-site."
30-minute Speedboat Ride,"During this experience, you'll be able to ride aboard an open-air speedboat for an adrenaline-filled tour of San Diego's waterfront. While on board, the boat will blast music and perform stunts and thrilling high-speed manoeuvres. During the 30-minute ride, you'll cruise through San Diego Bay and see many famous landmarks including the Coronado Bridge, the Star of India, the North Island Naval Air Station and the Maritime Museum. At the end of the experience, you'll be dropped off on shore to carry on your day.","[""Adrenaline-fuelled cruise on San Diego's waterfront"", 'A chance to spot famous San Diego landmarks', 'Experience the thrill of high-speed twists and turns']",['30-minute boat ride'],['Tips'],"['Children under 18 years old must be accompanied by an adult.', 'Please arrive at least 15 minutes before the activity starts.']","['The minimum age for participating in this activity is 13 years.\rThis activity is not suitable for visitors with medical conditions. Riders will experience forces, speeds and intense features during the ride.\rPassengers may get wet and are advised not to carry valuables while riding the boat. Ponchos will be provided. \rPregnant women, visitors with high blood pressure, visitors who have recently had surgery, visitors who are prone to motion sickness or have heart, back or neck problems may not take part in this tour. Service animals are not permitted on the boat. \rAll visitors must be able to transfer in and out of the boat by themselves or with the help of someone from their party. \rShow more', 'Show more']","30-minute Speedboat Ride990 N Harbor Dr, San Diego, 92101Please arrive at least 15 minutes before the tour starts at the boarding area."
Hand Roll Your Cigar!,"The rich tradition and artistry behind hand-rolled cigars at our exclusive cigar lounge in sunny San Diego, California. This immersive experience is perfect for aficionados, enthusiasts, and novices alike, eager to learn the intricate process of crafting premium cigars. Our expert cigar rollers will guide you on a journey through the history of cigar making and teach you the time-honored techniques used by masters of the craft.",[],"['All necessary tools and materials for the workshop', 'A premium hand-rolled cigar to take home', 'Complimentary beverage from our soft beverage menu', 'Expert-led tour and hands-on cigar rolling workshop']",,[],[],"Departure point2609 Congress St, Congress St 2609, Old Town, San Diego, 92110We'll meet you in Old Town San Diego, The first city of California at the above address. We'll come outside of our factory to meet and greet and welcome you inside to begin our tour."
Walking Ghost Tour in San Diego,"On this guided walking tour in San Diego, you will be able to see the city's most haunted locations. You will visit La Casa de Estudillo, the Whaley House, El Campo Santo Cemetery and other haunted locations during the tour. Led by a professional guide, you will also be able to hear ghost stories and historical facts about the places you will visit during the tour.",[],"['Guide services', 'Admission to attractions']",['Tips'],['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure point4100 Heritage Park Row, Old Town, San Diego, CL, 92110Please meet your guide at the listed address. Please present this voucher to your guide."
City Lights Night Tour,"This sightseeing tour will take you around the iconic Gaslamp Quarter and Balboa Park to see a different side of San Diego after dark. You'll meander through the historical heart of the city and make a stop at Ferry Landing to take photos. You'll also head to the top of Coronado Bridge. From this vantage point, you'll be able to see beautiful lights stretching as far as Tijuana, Mexico.",[],"['Guide services in English', '50% off wine at Top of the Hyatt']",['Tips'],[],"[""The tour departs from Seaport Village at 19:30 and returns at 21:00. \r The best way to reach the site is by private car or taxi.The duration of the tour is 1.5 hours, including a 20-minute photo stop at Ferry Landing.  \r Please note that holidays, special events and traffic conditions may cause cancellations, delays or detours.\r Seating is on a first-come, first-served basis.\r After your tour, show your ticket for a 50% discount on all wines at Top of the Hyatt from 21:00–00:00 on the day of the tour (excluding holiday days) with a limit of three wines per person.\r It's recommended to wear comfortable footwear and a warm layer as the tour involves some walking, and it is cooler at night. \r This tour is suitable for wheelchair users.\r Please note that your voucher is valid only for the specified date and time.\r Present your mobile voucher at the Old Town Trolley Tours booth located at Seaport Village.""]","Meeting pointSeaport Village Old Town Trolley Tours booth: 849 W Harbor Dr, San Diego, CA"
Gondola Cruise through the Coronado Cays,"The Gondola Company is your Passport to Italy. Indulge in all the magic and tradition of Venice right here in San Diego as you gently cruise in a private gondola through the enchanting canals of the Coronado Cays. Whether it’s a relaxing journey or a romantic adventure, each cruise is A Truly Memorable Experience.",[],['Private transportation'],['Gratuity for your gondolier is not included. A gratuity similar to a food server is customary.'],[],[],"Departure pointThe Gondola Company, suite c, Grand Caribe Causeway 503, Coronado, 92118The Gondola Company faces the water."
Small-group Sunset Cruise,"On this small-group tour, you’ll have the chance to enjoy a sunset sailing tour on the open ocean.  After making your way to the meeting point, you’ll board a Catalina-style sailboat and set off on a three-hour cruise into the ocean. You’ll head out onto the open water, where you can enjoy complimentary beer, wine, soft drinks and snacks as you sail. You’ll see views of Point Loma Lighthouse and head towards the USS Midway Museum before sailing to Coronado Island, where you’ll have the opportunity to watch the sunset.",[],"['Three-hour cruise', 'Drinks', 'Snacks']","['Hotel pickup and drop-off', 'Tips']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointShelter Island Dr 2646, Point Loma, San Diego, CA, 92106Make your way to the listed address."
3-hour Private Mission Bay Cruise,"The Mission Bay charter tour is a truly unique and special experience that offers a perfect blend of adventure, relaxation, and sightseeing. Unlike other charters, our tour allows you to explore the hidden gems of Mission Bay while also offering a chance to see the local marine life up close.One of the most distinctive features of our tour is that we provide you with snorkeling gear to explore the underwater world of Mission Bay. Whether you're an experienced snorkeler or new to the activity, this is a fantastic opportunity to witness the vibrant marine life in the area.Another special aspect of our tour is the inclusion of a floating water pad, which provides a relaxing and comfortable space to soak up the sun while taking in the stunning views. Additionally, our sound system allows you to play your own music, which can create a fun and personalized atmosphere for your group.",[],"['Soda/Pop', 'Bottled water', 'Snacks', 'Use of Snorkelling equipment', 'floating island pad', 'Water Canyons']",,[],[],"Departure pointShark fishing San Diego, Dana Landing Rd, Mission Bay, San Diego, 92109You will meet at Dana Landing Marina at the docks."
City Harbour Self-guided Tour,"On this tour, you will explore the sights of San Diego’s waterfront while listening to the audio guide on your smartphone. You will see many popular attractions including the San Diego County Administration Building, Maritime Museum, the Portside Pier, Cruise Ship Terminal, USS Midway Museum, the Homecoming Statue, Tuna Harbor Park, and Battle of Leyte Gulf Memorial, and learn about their history and other important information.  Other popular sights you will see include Public Art ""Embracing Peace"", the National Salute to Bob Hope & the Military, U.S.S. San Diego Memorial, Ruocco Park, Seaport Village, Merchant Seamen Memorial, Coronado Bridge and many more. The tour will end at Fifth Avenue Landing, while learning about the history of this docking area.",[],"['No time constraints', 'Download before the tour', 'Live GPS map', 'Flexible dates', 'Customer service via phone & Email', 'Guide commentary at each point of interest', 'Lifetime tour access']","['Smartphone or tablet', 'Headphones (optional - audio will play from device speaker too)', 'Attraction tickets']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointThe Counter, Terminal 1, N Harbor Dr 13225, Marina, San Diego, CA, 92101The self-guided tour begins at San Diego's famous Embarcadero waterfront path, across from the San Diego County Administration Building."
One-hour North Harbour Cruise,"On this cruise, you’ll get to see some of San Diego’s best sights while relaxing aboard a modern yacht. You'll get to sail around the bay, passing under the Coronado Bridge as you take in views of Harbor Island, Shelter Island and the skyline. You’ll see aircraft carriers at the Naval Air Station North Island and historic military ships docked at the Maritime Museum – including the ‘Star of India’. You’ll also catch a glimpse of the region’s marine life and be able to enjoy refreshments and drinks from the on-board bar.","['Comfortable yacht ride around San Diego’s north harbour', 'Views of Coronado Bridge, Harbor Island and Shelter Island', 'Open-air deck with drinks and snacks available for purchase']",['One-hour yacht tour'],,['Please arrive at least 15 minutes before the activity starts.'],"['Please note that only outdoor seating will be available.\rYou are recommended to bring sunscreen, a hat and a camera.\rThere is an on-board bar with snacks, soft drinks and alcoholic drinks available for purchase.\rSmoking is not allowed.\rNo animals or pets are permitted except service animals.\rShow more', 'Show more']","One-hour North Harbour Cruise990 N Harbor Dr, San Diego, CA, San Diego, 92101Please arrive at the boarding area at least 15 minutes before departure time."
Go City Pass,"This pass will provide you with the opportunity to visit some of San Diego's best historical and cultural landmarks. You'll be able to choose from a selection of over 40 attractions, including LEGOLAND California, SeaWorld San Diego, the San Diego Zoo, the USS Midway Museum and more. The pass allows you to explore San Diego at your own pace and visit a range of locations suitable for all ages across one to seven days.",[],,,[],[],"Go City PassGo San Diego - All Inclusive Pass, San Diego"
Taco Hopping in Tijuana from San Diego,"On this tour, you will experience an authentic Taco Tuesday. You will get to taste a variety of tacos spread across all three meals for the day. You will also have a chance to learn about the history of Tijuana through museum visits in between the food stops.",[],"['Guide services', 'Seafood taco for lunch', 'Food and drinks', 'Round transportation', 'Birria taco for breakfast', 'Adobo Carne Asada taco for dinner']",['Gratuities'],"['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['English (US)Spanish', 'English (US)', 'English (US)', 'Spanish', 'Spanish']","Departure pointBaja Mex Trolley, E San Ysidro Blvd 727, San Diego, CA, 92173Please meet your guide at the First San Ysidro Crossing Border."
East Village Food and Drinks Tour,"This tour will give you the chance to explore popular gastronomic venues in San Diego’s East Village. Accompanied by a guide, you’ll be able to gain insights into the culinary culture of San Diego and find out how East Village has evolved into a vibrant neighbourhood with plenty of restaurants and bars. You’ll visit several breweries, cocktail bars and restaurants, where you’ll have the opportunity to taste award-winning dishes and enjoy craft drinks. After the tour, you’ll be able to ask your guide for tips and recommendations on places for further exploration.",[],"['Snacks', 'Alcoholic drinks', 'Dinner']",,['Requires a moderate level of physical fitness'],"['English (US)', 'English (US)', 'English (US)']","Departure pointFault Line Park, Island Ave 1433, East Village, San Diego, CA, 92101Please meet your guide at the listed address."
Haunted Gaslamp District Walking Tour in San Diego,"On this guided walking tour of the Gaslamp District in Downtown San Diego, you will be able to see the city's most haunted sites and attractions. During the tour, you will be able to visit over 30 locations, including hospitals, hotels and other off-beaten sites attached to famous haunted tales. Led by a local professional guide, you will be able to learn fascinating stories and unique facts about the city's haunted history.",[],['Guide services'],,['Suitable for all fitness levels'],"['English (UK)', 'English (UK)', 'English (UK)']","Departure point209 Fifth Ave, Gaslamp Quarter, San Diego, 92101Please meet your guide at the Gaslamp Quarter Archway at least 20 minutes before the tour begins. Your guide will be wearing black or Victorian-style clothing."
San Diego Walking Food Tour With Secret Food Tours,"On our Secret Food Tours: San Diego, you'll see the downtown area and walk right into Gaslamp while enjoying dishes with influences from Mexico to the Far East.Your guide will take you on a mouth-watering food journey exploring diverse cuisine that has evolved over generations. Feast on the freshest fish Taco, the Melt Burger, sweets and of course our delicious Secret Dish!At the end of your tour, you'll have sampled some of San Diego's most delicious dishes and gained a better understanding of our culture and history.",[],"['The Melt burger', 'California burrito', 'Specialty coffee', 'Baja Taco', 'Avacado toast', 'Our secret dish']",['Pick Up and Drop Off'],[],"['4.9 / 5Exceptional(22 reviews)See all reviews', '4.9 / 5Exceptional(22 reviews)See all reviews', '4.9 / 5Exceptional(22 reviews)', 'Good value4.0Facilities4.0Quality of service4.0Ease of access4.0', 'Good value4.0Facilities4.0Quality of service4.0Ease of access4.0', 'Good value4.0', 'Good value4.0', 'Good value', 'Good value', '4.0', '4.0', '', 'Facilities4.0', 'Facilities4.0', 'Facilities', 'Facilities', '4.0', '4.0', '', 'Quality of service4.0', 'Quality of service4.0', 'Quality of service', 'Quality of service', '4.0', '4.0', '', 'Ease of access4.0', 'Ease of access4.0', 'Ease of access', 'Ease of access', '4.0', '4.0', '']","Departure point645 B St, B St 645, Core-Columbia, San Diego, 92101Monday to Saturday Tours: We meet in front of The Taco Stand, 645 B St, San Diego, CA 92101, United States

Sunday Tours: We meet in front of the Balboa Theater, 868 Fourth Ave, San Diego, CA 92101, United States."
