city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
Ventura Walking Tour and Group Scavenger Hunt,"This activity gives you the chance to explore Ventura by following clues and solving puzzles. After downloading the interactive scavenger hunt, you and your team will work together to navigate the city. During your scavenger hunt and walking tour, you'll complete 22 challenges to discover popular Ventura highlights and hidden gems. You'll tour bustling downtown and Main Street, stroll the Figueroa Street Mall, view the Victorian homes on Thompson Boulevard and visit Mission San Buenaventura. As you explore different sites, you'll score points to compete against other teams. You'll also learn about the city's interesting history while you complete challenges.",[],['Downloadable app for your mobile device'],"['Food and drinks', 'Admission to sites']",['Suitable for all fitness levels'],"['Comfortable footwear is recommended.\rA minimum of two participants is required for the tour to go ahead. \rThis tour can accommodate a maximum of six participants.\rPlease note that admission to the Mission San Buenaventura museum isn’t included in the tour price but can be purchased separately for an additional charge of USD 5.\rPlease bring your ticket with you to the attraction.\rShow more', 'Show more']","Departure point542 E Santa Clara Street, Ventura, 93001 CAThe tour starts and ends at 542 E. Santa Clara Street, Ventura, CA 93001. 

Please make sure you can access the scavenger hunt content through the 'My Account' page on the tour provider's website before you arrive."
Stand-Up Paddleboard Lesson with Equipment Included,"With this session, you'll learn how to stand-up paddleboard with an instructor on West Beach in Santa Barbara. After a safety briefing by the instructor, you'll practice paddling techniques in the water. The instructor will accompany you into the harbor, with the option to paddle under the pier. All SUP equipment is included.",[],"['SUP equipment', 'Expert instructor', '1.5 hour lesson']","['Hotel pickup and drop-off', 'Food and drink', 'Towels']","['Not recommended for visitors with back problems', 'Requires a moderate level of physical fitness']","['English (US)', 'English (US)', 'English (US)']","Departure pointCal Coast Adventures at West Beach, W Cabrillo Blvd 45-99, Santa Barbara, CA, 93101You will be meeting your guide/instructor at our Stand on West Beach, which is located on the beach directly across from the Harbor View Inn Hotel."
Scavenger Hunt Themed Walking Tour,"This tour will take your group on an adventurous scavenger hunt through Ventura city. You will visit the tour provider's website, which will guide you through the town. You will solve puzzles and complete unique challenges at various locations as you discover the cultural, historic, artistic and iconic sights and sounds of the city. Over two hours, this walking scavenger hunt tour will introduce you to Ventura's oldest resident, show you the birthplace of Perry Mason, and give you a chance to explore the city's neo-classical architecture.",[],['Photography charges'],"['Food and drinks', 'Transportation']",['Requires a moderate level of physical fitness'],"['Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Departure pointPoli St 501, Downtown Ventura, Ventura, CA, 93001"
Santa Barbara Scavenger Hunt Adventure,"With this tour, you’ll explore Santa Barbara with a mobile scavenger hunt game.  Starting at the waterfront, you’ll be able to venture through Santa Barbara while playing a scavenger hunt game. Your game will bring you to famous landmarks, historical spots and locally known sites in the city. At each site you stop at, you’ll have to solve problems and figure out the challenges of the games.  The game has a leader board that will give you the chance to compete against other teams in the city.","['A chance to explore the city while playing a game', 'A leaderboard to compete with other teams', 'Stops at famous landmarks and local spots']",['One scavenger hunt tour for a team of 2–5 participants'],['Mobile phone with data plan'],"['Accessible to pushchairs/prams', 'Service animals welcome']","['Requires a moderate level of physical fitness', 'Requires a moderate level of physical fitness']","Departure point1 Garden St, Lower State, Santa Barbara, CA, 93101Begin your tour outside the Santa Barbara Visitor Center."
Santa Barbara Scavenger Hunt Tour,"This small-group scavenger hunt adventure will take you to explore Santa Barbara. You will walk and navigate through the different sights of the city, while clicking photos and solving challenges. You can work with your team or against them and stop at La Arcada, Arlington Theatre, Santa Barbara County Courthouse and more.",[],['Digital copies of scavenger hunt photos'],"['Food and drinks', 'Round-trip transportation']",['Requires a moderate level of physical fitness'],"['Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Departure point735 Anacapa St, Santa Barbara, CA, 93101The scavenger hunt departs from the listed address. 

All Let’s Roam scavenger hunts are app-led. No reservations are required."
Interactive Scavenger Hunt Tour,"This tour will give you a chance to get to know Santa Barbara as you complete a scavenger hunt. A remote host will brief you on the details of the game and get you started with a warmup before the game begins. Afterwards, you will make your way to each checkpoint by completing a series of missions and sharing your progress with your remote host via pictures. This activity will help you gain insights into the inspiration behind street art, historical facts, local legends and lots more.",[],"['Scavenger hunt document', 'Remote guide services']",,['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointDart Coffee Co, E Yanonali St 121, Lower State, Santa Barbara, CA, 93101"
Guided Waterfall Trolley Tour,"On this guided waterfall trolley tour, you'll go on a hop-on hop-off adventure on an open-air trolley along the Historic Columbia River Highway. You'll also have a chance to avoid parking problems and traffic at the start of the tour.   Additionally, you'll follow a trail to discover the region's geography and history. Further, you'll travel through the waterfall corridor, making stops along the way for sightseeing and hiking.",[],['Guide services'],['Tips'],"['Not recommended for pregnant visitors', 'Suitable for all fitness levels']","['Please arrive at least 15 minutes before the activity starts.', 'Please arrive at least 15 minutes before the activity starts.']","Ticket collection point36901 Historic Columbia River Hwy, Corbett, OR, 97019"
Columbia River Gorge and Waterfall Hiking Tour,"This half-day tour will bring you on a waterfall hike through the Columbia River Gorge.  After pickup, you'll have a scenic drive to the Columbia River Gorge. Here, you'll head out on a hike that will bring you to the waterfalls at both Multnomah Falls and Latourell Falls. Along with hiking, you'll learn about stories and history from the area and why this area is important to the Wasco people.  You'll also have the chance to visit more waterfalls depending on the season.",[],"['Snacks', 'Transportation in an air-conditioned vehicle', 'Reusable water bottles']",['Tips'],['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure point833 SE Main St, Buckman Neighborhood, Portland, OR, 97214Meet the tour provider at shop number 120 in the breezeway of the silver and red building. Walk north on SE 9th Avenue from Main Street and look to your left. 

If you require parking, you can find limited street parking and paid lots at 7th and Madison and 10th and Madison Streets."
Shanghai Tunnel Tour with Beer Tasting,"On this tour, you will walk through the Shanghai Tunnels and learn about Portland’s dark history.  The tour will start at the historic Old Town Pizza & Brewing and then proceed towards the Shanghai tunnels located below the restaurant. Shanghai tunnels once connected downtown Portland and, it is believed that many travellers were robbed and enslaved while walking through them. While walking, you will hear stories of the resident ghost Nina and other legends. After the tour, you will have the opportunity to enjoy three beer tastings and one full pint of the award-winning OTB beer.","[""Chance to explore Portland's dark history"", 'Tasting of the award-winning OTB beer', 'Guided walk through the Shanghai Tunnels']","['Beer tasting', 'Guide services']",['Food'],['Visitors must show a valid photo ID.'],"['English (US)', 'English (US)', 'English (US)']","Shanghai Tunnel Tour with Beer Tasting226 Northwest Davis Street, Portland, ORMeet your guide in the taproom lobby."
Two-hour River Cruise with Lunch,"On this tour, you'll have the opportunity to spend two hours sailing along the Willamette River. During the boat ride, you'll be able to take in panoramic views of downtown Portland while enjoying on-board commentary provided by the captain. Lunch will also be served featuring regional cuisine. Aside from the standard menu, you'll have the option to pay additional fees for upgraded appetisers and desserts as well as full-service bar access.",[],"['Lunch', 'Live onboard commentary', 'Guide services on board']","['Alcoholic drinks (available to purchase)', 'Tips', 'Souvenir photos (available to purchase)']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointPortland Spirit Cruises and Events, SE Caruthers St 110, Hosford-Abernethy, Portland, OR, 97214The address provided is a standard pickup location. Please contact the tour provider to confirm the exact departure location.

Please note that boarding will begin at 11:00."
Dinner Cruise through Central Portland,"On this 2.5-hour cruise through central Portland, you’ll get a glimpse of some of the city’s most popular sights. You’ll sail under famous bridges and get excellent views of attractions like Sellwood Riverfront Park, Elk Rock Island and the Portland Oregon sign. The captain’s narration will keep you informed about all the sights that you'll pass along the way. During the cruise, you’ll get to try north-western cuisine, with a delicious three-course meal. Live on-board entertainment is also included in the cruise.",[],"[""Captain's narration on outer decks"", 'Live piano entertainment', 'Three-course dinner with dessert']","['Alcoholic drinks', 'Tips', 'Appetisers (available to purchase)', 'Souvenir photo']",['Suitable for all fitness levels'],"['Visitors must show a valid photo ID.', 'Visitors must show a valid photo ID.', 'Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.']","Departure pointSW Naito Pkwy 1010, Portland, OR, 97204Please enter the full address on your GPS to ensure you arrive at the correct location. 

The tour provider owns two docks, please be careful when googling Portland Spirit and do not select the office location."
Weird Portland Pub Tour,"Join this walking pub tour and learn about the unbelievably weird people and events that take place in Portland. Topics include: UFO sightings, Bigfoot, cults, an exploding whale, beard competitions, hijackings, hipsters, protests and more. Our expert local tour guide will regale you with wild (but true!) stories about our beloved city.If you’re visiting Portland and want to see the city from a local’s perspective, we’ve got you covered. The tour is located outside of the downtown business district in a vibrant, walkable neighborhood. We stop at 3 funky pubs that are off the beaten path, away from overcrowded tourists traps. These local favorites have oddities covering the walls, unique artwork and one even has a 12 foot tall skeleton!Skip the places in all the books and come let us show you our favorites places. The tour explores the Hawthorne neighborhood, known for its abundant artwork, dive bars, food carts, and vintage stores.",[],"['Local guide', 'One full sized beer per person']",['Gratuities'],[],[],"Departure pointGoat Blocks, SE 11th Ave 975, Southeast Portland, Portland, 97214"
Oregon Coast Tour,"With over 300 miles of coastline, the state of Oregon is famous for its dramatic rock formations, rugged cliffs, picturesque beach towns and windswept beaches. This guided tour from Portland will take you on a journey down one of the state's most scenic driving routes – U.S. Route 101 – otherwise known as the Pacific Coast Highway. You'll spend the day exploring breathtaking beaches, stopping at numerous towns along the way for photo stops.",[],"['Transportation in an air-conditioned vehicle', 'Bottled water', 'Guide services', 'Live commentary throughout the tour']",['Tips'],['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointSW Taylor St 900, Southwest Portland, Portland, OR, 97205Meet your guide in front of Pastini restaurant, located on the corner of Director Park, at the intersection of SW 9th Ave and SW Taylor St."
Multnomah Falls and Columbia River Gorge Tour,"On this half-day tour, you’ll get the opportunity to travel outside Portland to the scenic natural sights of Oregon. Once you depart from the city, you’ll first head to the Columbia River Gorge National Scenic Area, where you’ll be able to discover Crown Point overlooking the gorge and take in the views of the mountains and powerful waterfalls. You’ll then have the chance to stop at another viewpoint and enjoy the panorama of the Columbia River Gorge. You’ll continue to the cascaded Wahkeena Falls and the historic Vista House, where you’ll be able to rest before heading further. Next up, you’ll have the opportunity to explore the scenic Latourell Falls surrounded by mighty cliffs, visit the tall Multnomah Falls and stop at the Horsetail Falls, flowing over the basalt cliffs. At the end of the tour, you'll return to Portland.",[],"['Driver-guide services', 'Live commentary', 'Hotel pickup and drop-off in selected areas']","['Tips', 'Food and drinks']",['Suitable for all fitness levels'],"['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.', 'Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Pick-up pointPortland, ORPlease note that complimentary pickup and drop-off services are available from Portland. Please enter your pickup details at checkout.

Please be ready and wait for your guide at the front entrance."
Day-trip to Columbia River Gorge and Mount Hood,"On this guided tour, you will explore the Columbia River Gorge on your way to Mount Hood. To begin the tour, you’ll drive along the Columbia River beneath towering canyon walls. You’ll make a stop at Multnomah Falls – Oregon’s tallest waterfall – where you can walk to Benson Bridge and peruse the historic lodge. Your next stop is Rowena Point Crest, a lookout point boasting panoramic views of the Columbia River.  Continuing on, you’ll venture into Mount Hood National Forest and arrive at Trillium Lake, a glassy lake offering stunning mountain views. To round off the tour, you will visit Timberline Lodge, a 1937 ski lodge featured in the horror film, ‘The Shining.’",[],"['Hotel pickup and drop-off', 'Guide services', 'Transportation']","['Food and drinks', 'Tips']",['Suitable for all fitness levels'],"['Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Pick-up pointPortland, ORPlease note that complimentary pickup and drop-off services are available from hotels in Portland. Please enter your pickup details at checkout. 

Please contact the tour provider at least three days before the tour to confirm your pickup.

Meet your guide at the entrance of your hotel lobby."
Portland Old Town Ghost Tour,"On this ghost tour, you'll journey back in time 150 years for a recap of Portland's dark past. A local guide will share stories of murder, kidnapping and organised crime as they take you to some of the city's most haunted spots. You'll hear eyewitness accounts of paranormal activity, and there will be multiple photo opportunities.",[],['Guide services'],"['Dinner', 'Admission into buildings']","['Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Requires a moderate level of physical fitness']","['English (UK)', 'English (UK)', 'English (UK)']","Departure pointHarlow Hotel & Cafe, 722 NW Glisan St Portland, Portland, 97209Meet your guide in front of the Lan Su Chinese Garden at 239 NW Everett Street, at the corner of Everett Street and 3rd Street."
Northwest Cuisine Lunch Cruise,"This two-hour cruise will introduce you to the area’s best river views and delicious cuisine. As you sail along the Willamette River, you’ll have a chance to admire Portland’s attractions from the water. You can also listen to commentary on the outdoor deck to learn more about the region’s history and culture. The cruise comes with a tasty Northwest cuisine lunch comprised of a plated entree and fresh-baked bread, which you can enjoy while listening to live piano music. You can also purchase appetizers, desserts and other drinks from the full-service bar if you wish.","['Delicious Northwest cuisine for lunch', 'Beautiful views of the Willamette River', 'On board narration and live piano music']","['Cruise tour', 'On board commentary', 'Lunch']","['Appetizers, desserts and other drinks', 'Tips (optional)', 'Souvenir photo (available for purchase)']","['Children under 18 years old must be accompanied by an adult.', 'Visitors must show a valid photo ID.']","['English (US)', 'English (US)', 'English (US)']","Departure point110 SE Caruthers St, Portland, OR, 97214For tours in January–March, please arrive at Caruthers Dock at the listed address."
Multnomah Falls and Columbia River Gorge Tour,"This half-day tour will take you from Portland to Multnomah Falls and other waterfalls in the Columbia River Gorge area. As you travel along the Historic Columbia River Highway, your driver-guide will give you insights into the local geology and tell you about the origins of the canyon. You’ll have the opportunity to discover famous natural sights and stop at scenic viewpoints like Portland Women's Forum and the Vista House. You’ll be able to get a closer look at Latourell Falls, cross the Benson Bridge and explore Multnomah Falls and the area around them. Besides, you’ll have the chance to visit Bridalveil Fall and Horsetail Fall.",[],"['Hotel or port drop-off', 'Bottled water', 'Driver-guide services', 'Live commentary on board']",['Food and drinks'],['Suitable for all fitness levels'],"['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.', 'Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Pick-up pointPortland, ORPlease note that pickup and drop-off services are available from accommodations and hotels in Portland.

If your hotel or accommodation is located outside the pickup area, please choose the most convenient meeting location at checkout and meet your guide there.

Please note that hotel pickup will commence 45 minutes before the scheduled tour time.

Please contact the tour provider to confirm your pickup details."
Introductory Small-group Walking Tour,"On this tour, you’ll be able to take a walk around the central attractions of Portland and discover popular sights, as well as hidden gems. Once you meet your guide in Director Park, you’ll stroll through the historic streets of Downtown Portland. Accompanied by a guide, you’ll have the chance to gain insights into the city’s history and learn about the origins of architectural landmarks along the way. As you walk through the park blocks, you’ll get the opportunity to explore street art, discover cultural attractions and find out facts about the local urban planning. You’ll also be able to learn about hippies and stop at the colourful Pioneer Courthouse Square.",[],['Guide services'],['Tips'],['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointDirector Park, SW Park Ave 815, Southwest Portland, Portland, OR, 97205Meet your guide in Director Park, near the chessboard at the south end of the park, near Taylor Street."
Columbia Gorge and Mount Hood Day Trip,"This day out will give you the chance to explore Columbia River Gorge Waterfalls and Mount Hood. Led by a local tour guide, you’ll hear fascinating insights into the region. First, you’ll get to enjoy a guided tour around Portland’s famous landmarks.  Then, you’ll head to Columbia River Gorge – the largest concentration of waterfalls in North America. You’ll get to trek through old-growth forests and past cascading waterfalls. You’ll get to see sights such as Vista House, Multnomah Falls, Benson Bridge and more.  Then, you’ll get free time to explore Hood River hamlet and stop for lunch before hopping back in the van. From here, you’ll get to explore Mount Hood. You’ll get to hike around the famous ‘Fruit Loop’ and its volcanic landscapes.  To top off your day, you’ll get to enjoy a walk, cocktail or cold brew at the famous Timberline Lodge.",[],"['Transportation in an air-conditioned vehicle', 'Light snacks and bottled water', 'Guide services', 'Hotel pickup and drop-off']","['Food and drinks', 'Personal expenses']",['Suitable for all fitness levels'],"['SpanishEnglish (US)', 'Spanish', 'Spanish', 'English (US)', 'English (US)']","Departure pointSouth Waterfront Park, S River Dr 2001, Southwest Portland, Portland, OR, 97201Please note that pickup is available from accommodations in Portland. Please enter your pickup details at checkout. 

If your hotel is not located in the listed pickup location, please make your way to the designated meeting point at the listed address.

The tour provider will be driving a white van with the company logo written across it. 

Please note that hotel pickup commences up to 30 minutes before the scheduled tour time. 

The tour provider will contact you within 24 hours of departure to arrange your pickup or meeting point details. Please enter your email and phone number in the 'special requirements field at checkout."
Multnomah Falls and Gorge Waterfalls Guided Tour,"On this tour, you will get a chance to explore amazing places near Columbia River Gorge, which is considered one of the Seven Wonders of Oregon. You will visit viewpoints such as Women's Forum and Vista House, which offer breathtaking panoramic views of the gorge. You will also spend some time at the pool below the Latourell waterfall, which plunges from a height of 79 metres. Another great attraction is the 189-metre Multnomah Falls, which is the second-highest year-round waterfall in the United States.",[],"['Transportation in an air-conditioned vehicle', 'Bottled water']",['Tips'],['Suitable for all fitness levels'],"['English (UK)', 'English (UK)', 'English (UK)']","Pick-up pointPortland, ORPlease note that pickup is available from hotels and accommodations in Portland, Oregon. Please enter your pickup details at checkout. 

Meet your guide in the hotel lobby. Please note that hotel pickup will commence 30 minutes before the scheduled tour time. 

Please contact the tour provider three days prior to departure to confirm pickup details."
Doughnut Tour in Portland,"On this guided walking tour in Portland, you will be able to visit the city's most famous doughnut shops and eat doughnuts at each. You will be able to visit Coco Donuts, Blue Star Donuts, Nola Doughnuts, Voodoo Doughnut and more. During the tour, you will be able to try samples of doughnuts at each location, including vegan, gluten-free or nut-free options.",[],"['Doughnuts', 'Guide services']",,['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointSW Park Ave 1503, Southwest Portland, Portland OR, 97201Please meet your guide at Sesame Donuts."
Portland Cruise Experience with Brunch,"On this two-hour cruise on the Willamette River, you can enjoy seasonal brunch while taking in the sights of Portland.  During the cruise, you can savour seasonal plated brunch entrées which will be prepared fresh onboard, along with champagne, mimosa, coffee, and tea. As you take in the views from your reserved table, a dedicated server and crew will make sure you receive unlimited Champagne and coffee. There will also be live piano for your entertainment and a narration of the sights on the outer decks. You can buy other drinks from the bar onboard.","['Opportunity to enjoy a seasonal brunch prepared fresh onboard', 'Chance to enjoy a variety of drinks such as Champagne and coffee', 'Narration of the sights on the outer decks and live piano music']","['Drinks', 'English narration', 'Brunch', 'Cruise']","['Tips (optional)', 'Souvenir photo']","['Children under 18 years old must be accompanied by an adult.', 'Visitors must show a valid photo ID.', 'Please arrive at least 30 minutes before the activity starts.']","['English (US)', 'English (US)', 'English (US)']","Departure pointSalmon Springs Dock 1010 SW Naito Pkwy, Portland, OR, 97204 "
Self-guided Weird and Wonderful Portland Tour,"On this self-guided audio tour, you'll explore weird and wonderful Portland at your own pace. You'll see some highlights of Portland as you explore Chinatown and the centre and learn about some of the city's best places to eat, like Voodoo Doughnut and Kells Irish Pub.  During the tour, you'll get an insight into the city's history and culture as you hear about the ghosts that haunt the area, learn why the Portland sign used to fill with sugar and discover the iconic annual zombie walk.","['Self-guided tour to explore Portland at your own pace', 'Chance to discover the weird and wonderful culture of the city', 'Tour of some of the best places to eat and drink in Portland']","['Recap tour', 'Downloadable app on your mobile device']",,"['Accessible to pushchairs/prams', 'Service animals welcome', 'Public transport links nearby']","['Suitable for all fitness levels', 'Suitable for all fitness levels']","Departure point226 NW Davis St, Northwest Portland, Portland, OR, 97209The tour starts at Old Town Pizza. Click start when you arrive here."
Portland City Tour,"During this tour, you will be able to learn more about the history and diverse culture of Portland as you explore its most iconic sites. Once you get picked up from your hotel, you will enjoy a visit to the International Rose Test Garde, the historic Pittock Mansion, the Hoyt Arboretum and the Portland Art Museum.  Along the way, you will be able to learn more about the city's cultural past and spot some iconic architectural wonders. Later, you will spend time in a bohemian neighbourhood and explore funky bars, art galleries and coffee shops. Once the tour ends, you will be driven back to your hotel.",[],['Refreshments'],,['Suitable for all fitness levels'],"['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']","Departure pointSouth Waterfront Park, S River Dr 2001, Southwest Portland, Portland, 97201Please note that pickup and drop-off services are available from hotels in Portland. Please enter your pickup details at checkout. 

If your hotel is not within the pickup area, please choose the most convenient location from the list at checkout and meet your guide there. Alternatively, you can meet at the starting point at the above listed address, at South Waterfront Park, in front of McCormick & Schmick's Restaurant. 

Please note that hotel pickups will commence 30 minutes before the scheduled tour time.

The tour provider will contact you 24 hours before the tour to confirm you pickup location and time."
Full-day Guided Oregon Coast Tour,"On this full-day guided tour, you'll get the chance to explore the Oregon coast and see the highlights of the area, including rainforests, beaches and local animal species. As your guide drives you through Coast Range Mountains, you'll be able to visit Ecola State Park and observe the views and vegetation.  Then, you'll get to visit the town of Cannon Beach, the Haystack rock and walk through the galleries and shops. You'll also get to travel along the famous Highway 101, stop on key spots to see the view and enjoy the surroundings.",[],"['Bottled water, flavoured water and light snacks', 'Transportation in an air-conditioned vehicle']",,['Suitable for all fitness levels'],"['Comfortable footwear is recommended.', 'Comfortable footwear is recommended.', 'Sporty activities: please dress comfortably and in accordance with the activity.', 'Sporty activities: please dress comfortably and in accordance with the activity.']","Departure pointSouth Waterfront Park, S River Dr 2001, Southwest Portland, Portland, OR, 97201Please note that pickup and drop-off services are available from hotels in Portland. Please enter your pickup details at check-out. 

If you aren't using the pickup service, please make your way in front of McCormick & Schmick's Harborside at the Marina restaurant, located in the South Waterfront Park area. 

Please note that the tour guide will contact you the night before the tour usually before 20:00 PST via text, or via email if no phone number is provided to confirm your pickup location, pickup time and to provide any additional information for the tour if necessary.

Please keep an eye on your phone and respond to your guide's text to confirm your pickup location and time. 

Please note that pickup will commence 30 minutes before the tour departs. 

Your guide will give you a pickup window of approximately 20 minutes to know when you can expect to be picked up."
Columbia River Gorge Waterfalls and Mt Hood Tour,"On this guided tour, you’ll explore the waterfalls of the Columbia River Gorge and go to Mount Hood as you see some of the most scenic areas around Portland. You’ll follow the path of the ancient Columbia riverbed to see several picturesque waterfalls, including the famous Multnomah Falls. After this, you’ll go to Hood River where you’ll have some free time for lunch before you head south through the Fruit Loop orchards and lavender farms. Your last stop on the tour will be at the Timberline Lodge, which sits at 1,800 metres and has views of Oregon’s highest peak, Mount Hood.",[],"['Transportation in an air-conditioned vehicle', 'Bottled water', 'Guide services']","['Lunch', 'Tips']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure point877 SW Taylor St, Portland, OR, 97205Please note that the pickup will be from one of the corners of Director Park, located at the intersection of SW 9th Ave and SW Taylor St. The guide will try to pull up in front of a restaurant called Pastini."
Private Sailing Charter,"This private sail will allow you to admire Portland's skyline from the water. On board a chartered yacht, your captain will take you through the Willamette River. You’ll have a chance to see Oaks Park – one of the country’s oldest continually-operating amusement parks. You’ll also see the only aqueduct that crosses the Willamette River and catch a glimpse of native wildlife. You can bring snacks and drinks to enjoy on board to make your sail even more special.",[],"['Guide services', 'Private tour', 'Live commentary on board']",['Tips'],['Suitable for all fitness levels'],"['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.']","Departure pointWillamette Park, 6500 S Macadam Ave, Portland, OR, 97219Please arrive at the Boat Ramp Dock in Willamette Park in South Portland."
Cycling Tour of the City,"On this tour, you’ll get a chance to discover the city’s art, architecture and culture with an approximately 16 km bicycle ride around Portland. You’ll ride your bike across two bridges – Tilikum Crossing and Steel Bridge – and along the Willamette River. You’ll also get to discover the widespread street art, including murals and neighbourhood installations, as you ride through five of Portland's quadrants. During your ride, you’ll get to take a break at one of the many rose gardens in Ladd's Addition, a neighbourhood in East Portland. Led by a knowledgable guide, you'll learn about the city's history and culture as you ride by local highlights, like the Clinton Street Greenway, the South Waterfront Greenway, Poet's Beach and Tom McCall Waterfront Park. You'll also get to taste a local treat during a stop at Blue Star Donuts.",[],"['Bike rental', 'Helmet rental', 'Bottled water']",['Tips'],['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointSE Main St 833, Buckman Neighborhood, Portland, OR, 97214Please arrive at shop #121. In case you cannot find the meeting point, walk north on SE 9th Avenue from Main Street and look to your left.

Limited street parking and paid lots are available at 7th and Madison Street and 10th and Madison Street."
Columbia River Gorge Biking & Hiking Tour,"On this small-group guided bicycle tour from Portland, you will be able to bike through the Columbia River Gorge. During the tour, you will be able to see the lush forest and scenic waterfalls, including Multnomah Falls – the largest waterfall in Oregon. You will also be able to learn the unique history of the Columbia River Gorge, and you will also have the chance to take a short hike for picturesque views.",[],"['Helmet', 'Transportation in an air-conditioned vehicle', 'Bicycle rental', 'Water bottles']",['Tips'],['Requires a moderate level of physical fitness'],"['A minimum of 2 participants is required for the tour to go ahead. In case the number is not reached, you will be suggested with a new date or full refund option.', 'A minimum of 2 participants is required for the tour to go ahead. In case the number is not reached, you will be suggested with a new date or full refund option.']","Departure point833 SE Main St, Buckman Neighborhood, Portland, OR, 97214Arrive at shop number 124, located in the four story silver and red building. Walk north on SE 9th Avenue from Main Street and look to your left.

Limited street parking and paid lots are available at the intersections of 7th and Madison Street and 10th and Madison Street."
Sunset Dinner Cruise,"This experience will give you an opportunity to spend an evening on a cruise. You'll get a chance to have dinner on the Willamette River and see scenic views of the city. With live piano music and the captain's narration, you'll be able to choose from a variety of dishes freshly prepared on board, including salads, breads and desserts. You can also have access to appetisers, premium desserts and a full-service bar for an additional cost.","['Dinner cruise with locally-sourced dishes prepared fresh on board', 'Chance to witness scenic views of the city and the Willamette River', ""Live piano music along with captain's narration on the outer decks""]","['Narration', 'Dinner', 'Cruise']","['Appetizers, desserts and other drinks (available for purchase)', 'Tips (optional)', 'Souvenir photo (available for purchase on site)']","['Children under 18 years old must be accompanied by an adult.', 'Visitors must show a valid photo ID.', 'Please arrive at least 30 minutes before the activity starts.']","['English (US)', 'English (US)', 'English (US)']","Departure point1010 SW Naito Pkwy, Portland, OR, 97204From April–December, meet at Salmon Springs Dock."
Oregon Coast Full-day Tour,"This full-day tour will take you on a journey around natural and cultural attractions along the Oregon Coast. You’ll depart from Portland and first head to the Camp 18 Museum, where you’ll be able to gain insights into logging and discover old machines and equipment. You’ll continue with a scenic oceanside drive and stop at Neahkahnie Mountain. Next up, you’ll get the chance to visit Oswald West State Park and Short Sands Beach. After that, you’ll be able to explore Ecola State Park, hike through the forest and discover the picturesque views of hills and capes. You’ll reach the city of Manzanita, where you’ll have free time to explore its central attractions. Once you arrive at Cannon Beach, you’ll be able to visit local art galleries, shops and beaches. Before the tour ends, you’ll also see the famous Haystack Rock.",[],"['Guide services', 'Hotel pickup and drop-off in selected areas']","['Food and drinks', 'Tips']",['Requires a moderate level of physical fitness'],"['English (US)', 'English (US)', 'English (US)']","Pick-up pointPortland, ORPlease note that complimentary pickup and drop-off services are available from hotels in Downtown Portland. Please enter your pickup details at checkout.

Please be ready and wait for your guide at the front entrance."
Guided Bike Tour of the City,"On this guided tour, you'll get an introduction to the city and some exercise by bike over an approximately 11-mile route along the Willamette River. Beginning in the Eastside, you'll ride through residential neighbourhoods and pass by a rose garden. You'll peddle towards the artsy industrial district, cross the Tilikum Bridge and end up on the city's waterfront.  The journey will continue with a visit to Old Town and the Pearl District. Here you'll stop by a few hidden beaches and parks. You'll also come across loads of public artwork and poetry on the sidewalk. Before finishing the bike tour, you'll have the chance to buy a Portland doughnut.","[""A guided bicycle ride through five of Portland's quadrants"", 'A visit to beaches and parks along the Willamette River', 'A chance to experience the colorful street art and poetry', ""A taste of the city's world-renowned delicious doughnuts""]","['Bike rental', 'Helmet', 'Bottled water', 'Guide services']","['Food and drinks', 'Tips (optional)']",[],"[""This tour is not suitable for wheelchair users. \rPlease note that service animals are allowed. \rPlease note that infant seats are available.\rA minimum number of participants is required for the tour to go ahead. The tour can be cancelled if the minimum number of participants isn't met. If the tour is cancelled, you'll be offered a different tour time or be given a full refund. \rThis tour can accommodate a maximum of ten participants.\rShow more"", 'Show more']","Meeting point833 SE Main St. #120, PortlandMeet your guide at the Around Portland Tours headquarters located at the listed address."
