city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
African American History Museum Private Tour,"On this family-friendly tour, you'll visit the National Museum of African American History and Culture with an experienced guide. In the museum, you'll see a huge collection of artefacts related to African American culture and you'll learn about the contributions this community makes to the US.  Your guide will share stories and talk to you about African American culture, with a focus on ensuring that children stay interested and get to learn something while having fun.","['Reserved entrance to the National Museum of African American History and Culture', 'Visit to the museum with an entertaining and informative guide', 'Tour with a guide who specialises in working with children']","['Private tour', 'Reserved entrance to the museum']","['Hotel pickup and drop-off', 'Food and drinks', 'Tips']",['Please arrive at least 15 minutes before the activity starts.'],"['English (US)', 'English (US)', 'English (US)']","African American History Museum Private TourNational Museum of African American History and Culture (NMAAHC ) - 1400 Constitution Ave, Washington DC, VAMeet your guide at the entrance to the museum. They will have a badge with the name of the tour provider on it."
Dupont Circle and Embassy Row Tour,"On this two-hour tour, you'll get to explore the Washington DC neighbourhood of Dupont Circle, as well as Embassy Row. You'll see opulent homes and grand embassies ranging in architectural style from Neo-classical to Beaux-Arts to Queen Anne, including Walsh-McLean House, Anderson Mansion, Woodrow Wilson House, home of President Wilson, and Franklin Delano Roosevelt House.  From the top of the Spanish Steps, you'll get a close-up look of the Cosmos Club and learn about the life of Edward Lind Morse while you stand in front of his studio.","['Insight into Dupont Circle from knowledgeable guide', 'A chance to see Gilded Age mansions in Washington DC', 'Embassy Row, the Spanish Steps, and the Cosmos Club']",['Guide services'],['Admission to sites'],[],[],"Meeting point1 Dupont Cir NW, Washington, DC 20036, Washington DC,Meet your guide at the Dupont Circle Fountain in the centre of Dupont Circle."
Guided Tour to Two Smithsonian Museums,"On this guided tour to two Smithsonian museums, you'll get the opportunity to explore the highlights of the works of art at the museums on a private visit to Washington. You'll also learn about the history of the United States of America. During the tour, you'll spend time at the Smithsonian National Air and Space Museum and the Smithsonian National Museum of American History. On the way, you'll see different artifacts, including a fossilized Tyrannosaurus rex and the Hope Diamond. Additionally, you'll have a chance to see one of the largest collections of aeroplanes and space artifacts.","['Opportunity to explore the history of the United States of America', 'Chance to explore the largest collection of historical space artifacts', 'Highlights of the famed Apollo program and the linked Space Race']","['Admission to the attractions', 'Guide services', 'Transportation']","['Food and drinks', 'Tips (optional)']","['Please arrive at least 15 minutes before the activity starts.', 'Comfortable footwear is recommended.']","['English (US)', 'English (US)', 'English (US)']","Departure point1400 Constitution Ave. NW, Washington DC, VA, 20560Meet your guide by the flagpole at the entrance to the National Museum of African American History and Culture."
Full-day Mount Vernon and Washington DC Tour,"On this full-day tour, you'll visit Washington DC and Mount Vernon. You'll drive through the capital and see some of the highlights including the White House, the Capitol and the Jefferson Memorial and, as you stop by these sites, you'll hear a little about their history and significance.  You'll then head out to Mount Vernon, where you'll have two hours to discover George Washington's plantation home with an audio guide. You'll also drive through the centre of old Alexandria and along the King Street Mile to see some of the historical buildings here.",[],"['Two-hour visit to Mount Vernon', 'Transportation', 'Audio guided tour of Mount Vernon', 'Guide services']",,['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointEncore, New Jersey Ave NW 400, Washington DC, WA, 20001Please meet for your tour at the listed address. Please present your voucher at the beginning of the tour."
National Archives Building and Capitol Hill Tour,,,,,,,
National Archives Museum Tour,"During this tour, you’ll get a fascinating look at the National Archives and some of the historic documents they hold. You’ll begin at the building’s rotunda where you’ll learn about the Declaration of Independence and the Constitution, viewing the perfectly preserved papers up close. On the Bill of Rights and the Federalist Papers, you can see the signatures of famous political figures like Alexander Hamilton, and you’ll also view letters written by presidents ranging from George Washington to John F. Kennedy.  Your guide will share insights into the Civil Rights Movement as you look at the Emancipation Proclamation which played a pivotal role in ending slavery. Your tour will end in the Rubenstein Gallery where you can see older documents like the 1297 Magna Carta and other artefacts.","['Shrine to American history inside a neoclassical building', 'See the Constitution, Emancipation Proclamation and more']","['Admission', 'Guide services']",['Tips (optional)'],"['This activity is not suitable for people with reduced mobility.', 'Please arrive at least 10 minutes before the activity starts.']","['English (US)', 'English (US)', 'English (US)']","National Archives Museum Tour700 Pennsylvania Ave NW, Washington DC, VA, 20408Meet your guide on the corner at the listed address."
Historic Georgetown Highlights Tour,"This guided tour will take to explore the highlights of one of Washington DC's most exclusive neighbourhoods.  During the experience, you'll walk along the Chesapeake & Ohio Canal and the Pomander Walk. You'll pass by the Old Stone house and Christ Episcopal Church before heading to Newton D Baker House and Georgetown Female Seminary. You'll also gain insights about the Volta Laboratory and Georgetown University from your guide and see the steps featured in the Exorcist movie. You can round off the tour by relaxing in front of the Georgetown waterfront.","[""Insights about the neighbourhood's history and development"", 'Chance to see palatial mansions and a world-class university', 'Guided tour to visit iconic city sites, streets and monuments']",['Guide services'],['Admission to sites'],['Comfortable footwear is recommended.'],"['English (US)', 'English (US)', 'English (US)']","Departure point1052 Thomas Jefferson St NW, Washington DC, 20007Outside Baked & Wired coffee shop."
American History Private Combo Tour,"On this private guided walking tour, you'll get to visit Arlington National Cemetery and the National Museum of American History. You'll be led by a knowledgeable local guide who will share insight into the history of America as they lead you around. You'll start at Arlington, where over 400 000 service members and their families are buried. Here, you'll learn how the former home of Robert E. Lee became one of America's largest cemeteries, and you'll visit President John F. Kennedy's tomb and the grave of boxer Joe Louis. There will be a break for lunch before you move on to the National Museum of American History, where you'll see George Washington's sword, the Star-Spangled Banner,  the First Ladies’ Gowns, and Dorothy’s ruby red slippers.",[],"['Guide services', 'Private transportation between attractions if necessary']","['Hotel pickup or drop-off', 'Gratuities']",['Requires a moderate level of physical fitness'],"['Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.']","Departure pointArlington National Cemetery Welcome Center, Memorial Ave 1, Fort Myer, Arlington, VA, 22211Meet at the gates of the Arlington Cemetery Welcome Center.

Please enter your contact details."
Washington DC Walking Tour with Fitness Class,,,,,,,
Small-group Food and History Tour,"On this tour, you will explore the oldest neighbourhood in Washington and discover its culinary offerings and historical highlights. Accompanied by a local guide, you will sample a variety of foods from several restaurants, which are either locally owned or located in places of historic relevance. You will get to do some sightseeing in between food stops, and your guide will share stories from the culturally diverse history of Georgetown.",[],['Guide services'],"['Tips', 'Hotel pickup and drop-off']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointDistrict Doughnut, Cady's Alley NW 3327, Northwest, Washington, DC, 20007Meet your guide at District Doughnut."
Admission to Washington Monument & Highlights Tour,"On this half-day guided tour, you’ll get a chance to discover some of Washington DC's iconic attractions. The tour will include admission to the Washington Monument and a chance to see the outside of the the Capitol Building and the White House. As a part the tour, you will also stop at attractiosn such as the Vietnam Veterans Memorial, Lincoln Memorial, the Korean War Veterans Memorial and the Martin Luther King, Jr. Memorial. You will get to spend 10–15 minutes at each stop along with plenty of opportunities to take photos.",[],"['Admission to Washington Monument', 'Bottled water on buses', 'Transportation in luxury, climate-controlled tour buses', 'Guide services']","['Lunch', 'Hotel pickup and drop-off', 'Tips']",['Suitable for all fitness levels'],"['Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Departure pointU.S. Navy Memorial, 701 Pennsylvania Avenue NW, Washington, 20004Please arrive at the listed address.

Tour begins at 10:00 PDT.  

Please arrive 15–20 minutes before the scheduled tour time for a timely check-in."
Arlington National Cemetery Guided Walking Tour,"This 2.5-hour walking tour will allow you to explore Arlington National Cemetery. Led by your guide, you’ll stroll through the U.S. military cemetery that serves as a tribute to more than 400,000 service members and their families. Here, you can visit some of the most famous tombs, including that of President John F. Kennedy and famed boxer Joe Louis. During the tour, your guide will offer valuable insights, including how the home of Robert E. Lee became one of the largest national cemeteries in the United States.",[],"['Walking tour', 'Guide services']","['Hotel pickup or drop-off', 'Tips (optional)']",['Requires a moderate level of physical fitness'],"['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.', 'Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.', 'Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Departure pointArlington National Cemetery Welcome Center, Memorial Ave 1, Fort Myer, Arlington, VA, 22211Please meet your guide by the gates near the welcome centre."
Little Ethiopia Food Tour,"On this food tour, you’ll visit some of the most authentic Ethiopian restaurants in Washington DC’s Ethiopian neighbourhood. You’ll pass through the popular U Street up to the 9th street as you learn more about the history of the Ethiopian people, their culture and cuisine. Then you’ll also come across some of the best restaurants offering traditional Ethiopian food. You’ll get to taste various foods that may include a traditional Ethiopian breakfast, deep-fried lentil appetisers, homemade bread, traditional meat and vegetable dishes, the Ethiopian National dish, hand made hot sauces and spice blends and Italian-influenced desserts. You may also get to witness a traditional Ethiopian coffee ceremony and try authentic Ethiopian coffee on this food tour.","['Opportunity to explore the Ethiopian community in Washington DC', 'Chance to try authentic traditional specialities in Ethiopian restaurants', 'Insights into the neighbourhood, its people and their food culture']","['Tour representative', 'Food tasting']","['Tips', 'Drinks (unless specified)']","['Transport is wheelchair accessible', 'Wheelchair accessible', 'Surfaces are wheelchair accessible\t', 'Accessible to pushchairs/prams', 'Public transport links nearby']","['Suitable for all fitness levels', 'Suitable for all fitness levels']","Departure pointU Street/African-Amer Civil War Memorial/Cardozo, U St NW 1240, Northwest Washington, Washington, DC, 20009Meet your guide outside the U Street Metro Station near the African American Civil War Memorial."
National Museum of Natural History Private Tour,"On this private tour, you’ll gain access to the Smithsonian National Museum of Natural History and get the chance to explore the extensive collection of artefacts with a guide. You’ll be able to discover numerous exhibits related to palaeontology, geology, ecosystems, nature and culture. You’ll have the opportunity to visit a hall with thousands of valuable gems and jewels on display, see authentic mummies and the collection of cultural items from Ancient Egypt. You’ll also get to explore the skeletons of dinosaurs and life-size specimens of mammals. Accompanied by a guide, you’ll have the chance to listen to captivating facts and learn about the history of the natural world.","['Insights into the origins of ancient civilisations', 'Chance to see a collection of gems and jewels', 'Skeletons of dinosaurs and specimens of animals']","['Private tour', 'Guide services', 'Admission']","['Tips (optional)', 'Food and drinks', 'Hotel pickup and drop off']",[],"['Please note that a minimum of two participants is required for the tour to go ahead.\rThis tour can accommodate a maximum of eight participants.\rPlease note that large bags and suitcases are not allowed in the museum.\rThe tour involves a moderate amount of walking.\rThis tour is not suitable for wheelchair users.\rShow more', 'Show more']","Meeting point1000 Constitution Ave. NW, Washington DC, 20560Please meet your guide at the corner of 10th St. and Constitution Ave., in front of the entrance of the National Museum of Natural History."
Private Professional Photo Shoot,"During this activity, you'll have a chance to document your time in Washington DC with the help of professional photographers. You can choose to get a photo shoot of a special moment such as a proposal or a wedding, or simply create travel memories in a unique way. The shoot will be done by experts who will use professional cameras and prime lenses to capture your best shots. They will also be able to suggest the ideal locations and provide additional tips on what to see and do during your visit. Your photographer will also guide you on how to pose and the different outfits you can bring for the shoot.",[],"['Professional photo shoot', 'Unlimited access to your photos']",,['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure pointWashington Monument, 15th St NW 2, Washington, DC, 20024Please contact the service provider to confirm your desired start time."
City Brunch Cruise,"On this two-hour brunch cruise, you’ll sail around DC, taking in the sight of the city skyline and iconic landmarks from the water. You’ll feast on a generous buffet piled high with breakfast dishes like seasonal fruits, pastries, eggs, salmon and waffles, lunch fare like salads, glazed chicken and hand-cut strip loin and a dedicated dessert station.  While you dine, you’ll listen to live jazz from a talented trio covering hits from the greats.","[""Unmatched views of DC's top sights from the water"", 'Imaginative buffet covering starters, mains and desserts']","['Brunch buffet', 'Coffee, tea and iced tea', 'Service charges', 'Two-hour cruise']","['Additional drinks (available for purchase)', 'Tips']",['Accessible to pushchairs/prams'],"['Suitable for all fitness levels', 'Suitable for all fitness levels']","Departure point580 Water St SW, Washington DC District of Columbia, 20024The cruise departs from the Gangplank Marina in Southwest DC at the listed address.

Boarding begins at 10:45, with the cruise from 11:30–13:30."
National Mall Private Walking Tour,"On this private tour, you’ll get the chance to walk around the National Mall and gain insights into the history of the United States and Washington D.C. You’ll be able to discover iconic landmarks, including the Washington Monument and the Lincoln Memorial, and learn about American presidents. You’ll also have the opportunity to stop at the World War II Memorial, the Korean War Veterans Memorial and the Vietnam Veterans Memorial commemorating American soldiers. In the evening, you’ll be able to capture illuminated museums and sculptures in the park.","['Opportunity to learn about significant historical events', ""Chance to discover famous Washington's monuments"", 'Photo opportunities and illuminated sights on the way']","['Private tour', 'Guide services', 'Admission to sites']","['Tips (optional)', 'Food and drinks', 'Hotel pickup and drop-off']",['Please arrive at least 10 minutes before the activity starts.'],"['English (US)', 'English (US)', 'English (US)']","National Mall Private Walking Tour748 Jackson Pl NW, Washington DC, 20506Please meet your guide at Lafayette Square, located at 16th St and H St NW."
Private Washington Museum of Natural History Tour,"With this experience, you’ll get a private, guided tour of the Smithsonian National Museum of Natural History on the National Mall in Washington DC. You can explore the various exhibits on display, such as artifacts of early human civilizations. You can also view the wide collection of natural gems and minerals and a live coral reef. You’ll learn more about the items on display from your guide. Additionally, you can participate in interactive family-friendly activities at the insect zoo, Dinosaur Hall and the mummies exhibit.","['Enjoy a guided tour of the Smithsonian National Museum of Natural History', 'Explore natural history exhibits and learn more about them from your guide', 'Discover Dinosaur Hall, the mummies exhibit and the natural gems collection', 'Chance to participate in interactive family-friendly activities inside the museum']",['Private guide'],"['Hotel pickup and drop-off', 'Food and drinks', 'Tips']",['Comfortable footwear is recommended.'],"['English (US)', 'English (US)', 'English (US)']","Meeting pointMuseum of Natural History - 1000 Constitution Ave., Washington, DC, DC 20560Meet your guide at the entrance of the National Museum of Natural History, located at the corner of 10th Street & Constitution Avenue in NW Washington, DC."
National Museum of African American History and Culture,"On this guided tour, you will explore the National Museum of African American History and Culture – the only national museum in the United States devoted to the African-American history. With more than 36,000 artifacts, you will be able to discover African American life, history, contributions, and culture, and how they have been influenced by global influences. During the tour, your guide will keep the group engaged by focusing on the museum’s highlights.",[],"['Guide services', 'Admission']","['Transportation', 'Food and drinks']",['Suitable for all fitness levels'],"['Please arrive at least 15 minutes before the activity starts.', 'Please arrive at least 15 minutes before the activity starts.']","Departure pointConstitution Ave. NW 1400, Northwest Washington, Washington, DC, 20560Meet your guide at the entrance of the museum."
Capitol Hill Food Tour,"For this foodie tour, you'll spend 3.5 hours in a small group with an expert guide, discovering the gastronomic gems of Capitol Hill, one of the oldest, most diverse and prettiest areas of Washington DC. You'll follow a route tracking the history of the neighbourhood's culinary scene, sampling a wide variety of mouth-watering foods and local specialities.",[],"['Guide services', 'Food tasting']","['Tips', 'Drinks']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Departure point701 Pennsylvania Ave. SE, Washington, DC, 20003Meet your guide outside of the exit of the Eastern Market metro station escalators."
Smithsonian Museum of Natural History Guided Tour,"On this guided museum tour, you’ll have a chance to explore the planet's fascinating history. Led by a professional art historian guide, you’ll visit the highlights of the Smithsonian National Museum of Natural History’s extensive collection of artefacts. You’ll have an opportunity to see rare marvels, including the world-famous Hope Diamond and the Dom Pedro Aquamarine – one of the largest mineral crystals ever found inside Earth's rocks. You’ll also have a chance to learn about death rituals in Ancient Egypt and discover various animals that inhabit the Earth. As you admire the museum’s vast collection, your guide will offer valuable commentary to make your visit even more meaningful.",[],"['Admission to the museum', 'Art historian guide']","['Hotel pickup and drop-off', 'Tips (optional)']",['Requires a moderate level of physical fitness'],"['This activity is not suitable for people with reduced mobility.', 'This activity is not suitable for people with reduced mobility.', 'Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.', 'Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Departure pointMadison Dr NW 1010, Washington DC, 20004Meet your guide on the large stairs at the northwest entrance of the Museum of Natural History, facing the lawn of the National Mall."
Guided Tour of the National Archives Building,"This tour in Washington will give you insights into American history. You’ll have the chance to explore the neoclassical architecture of the National Archives building with a historian guide. During this 1.5–2-hour tour, you’ll learn about the Constitution and the Declaration of Independence and get a glimpse of the Federalist Papers and the Bill of Rights. You’ll also find letters written by former presidents in the Public Vaults Exhibits.",[],['Guide services'],"['Hotel pickup and drop-off', 'Tips (optional)']",['Requires a moderate level of physical fitness'],"['This activity is not suitable for people with reduced mobility.', 'This activity is not suitable for people with reduced mobility.', 'Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.']","Departure pointNational Archives Museum, Constitution Ave. NW 701, Washington DC, 20408Meet your guide at the corner of 9th Street NW and Constitution Ave."
Sunset Chesapeake Bay Cruise,"This 2.5-hour sunset cruise along the Chesapeake Bay on a sailing yacht will give you the chance to see the sights from the water. You'll get to see Southern Maryland and the Calvert Cliffs State Park on the west shores of Chesapeake Bay. You can round off your tour by watching the sunset over Chesapeake Beach and North Beach.","['Sailing boat ride to explore Chesapeake Bay', 'Chance to watch the sunset from the water', 'Opportunity to see the area from the water']","['Snacks', 'Water']","['Dinner', 'Alcoholic beverages']","[""Infants must sit on an adult's lap""]","['Not recommended for pregnant visitors', 'Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Not recommended for visitors with heart problems or serious medical conditions', 'Requires a moderate level of physical fitness', 'Requires a moderate level of physical fitness']","Departure point4160 Mears Ave, Chesapeake Beach, MD, 20732Arrive at Rod 'N' Reel Resort. The boat will be on Dock A, Slip 15."
Portrait Gallery and American Art Museum Tour,"On this small-group guided tour, you'll get to visit the National Portrait Gallery and the American Art Museum, both housed in the historic Old Patent Office Building. In the National Portrait Gallery, you'll see portraits of the men and women who shaped America, such as Civil war figures like Grant and Sherman, former first ladies, and the robber barons and Suffragettes. In the American Art Museum, you'll see works by Mary Cassatt, Georgia OKeeffe, Edward Hopper, David Hockney and more.",[],['Guide services'],"['Food and drinks', 'Gratuities', 'Hotel pickup and drop-off']",['Requires a moderate level of physical fitness'],"['Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.']","Departure pointNational Portrait Gallery, 10th St. & Constitution Ave. NW, Washington, DC, 20001Meet your guide on the stairs outside of the G Street entrance in front of the sign reading National Portrait Gallery.

Please provide your contact details at checkout."
National Gallery of Art Private Tour,"This private tour will give you an insider’s look at DC’s National Gallery of Art with an expert guide. The museum is home to an impressive collection of French Impressionists, Renaissance artists and American painters, with works by masters like Da Vinci, Degas and Monet.  As you explore, you’ll have the opportunity to discuss the paintings in depth with your guide. Your guide will also share the stories and scandals behind some of the most famous masterpieces and tell you more about the various techniques used.","['Chance to view and discuss famous artworks', 'Inside knowledge from a private, expert guide']","['Private tour', 'Guide services']","['Tips (optional)', 'Food and drinks', 'Hotel transfers']","['This activity is not suitable for people with reduced mobility.', 'Please arrive at least 10 minutes before the activity starts.']","['English (US)', 'English (US)', 'English (US)']","National Gallery of Art Private Tour600 Constitution Ave. NW, Washington DC, 20565Meet your guide outside the Constitution Ave entrance."
Private Tour of the Arlington National Cemetery,"During this walking tour, you’ll have the opportunity to the Arlington National Cemetery. Together with an expert guide, you’ll get explore the grounds that house the tombs of President John F. Kennedy, Audie Murphy and General William Sheridan, among many other American military service members and their families. Along the way, you’ll potentially catch a changing of the guard ceremony.","['Chance to discover the Arlington National Cemetery', 'Visits to tombs of famous politicians and service members', 'Opportunity to see a changing of the guard ceremony']","['Guide services', 'Entrance fees']","['Tips (optional)', 'Food and drinks', 'Hotel pickup and drop off']","['This activity is not suitable for people with reduced mobility.', 'Please arrive at least 10 minutes before the activity starts.', 'Comfortable footwear is recommended.']","['English (US)', 'English (US)', 'English (US)']","Private Tour of the Arlington National CemeteryGrant Dr, Arlington, Washington DC, VA 22214Meet your guide at the Arlington National Cemetery Welcome Centre."
National Museum of American History Tour,"This 2–2.5-hour guided tour will give you the chance to visit the National Museum of American History and gain insights into the origins of the United States. Accompanied by a professional guide, you’ll be able to trace the history of America from the early 17th-century colonisation to the modern times and find out what events have shaped the nation. You’ll have the opportunity to explore a collection of various artefacts, including George Washington’s sword, the gowns that belonged to first ladies and the Greensboro lunch counter.",[],['Guide services'],"['Hotel pickup and drop-off', 'Tips (optional)']",['Requires a moderate level of physical fitness'],"['Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.']","Departure pointSmithsonian National Museum of American History, Constitution Ave. NW 1300, Washington DC, 20560Meet your guide by the fountain in front of the Constitution Ave Entrance."
National Mall Guided Walking Tour,"On this walking tour in Washington D.C., you will be able to see many of the famous monuments and memorials in the National Mall. During the tour, you will be able to see the Washington Monument, World War II Memorial, Vietnam Veterans Memorial and Korean War Memorial.  You will also learn interesting facts about prominent political figures and the nation's history from your professional guide during the tour.","['Opportunity to witness iconic memorials and monuments in the National Mall', ""Chance to learn historical facts about the nation's past from your expert guide"", ""Time to see the city's sites from the U.S. Capitol Building to the Lincoln Memorial""]",['Guide services'],"['Hotel pickup and drop-off', 'Transportation', 'Food and drinks', 'Tips']",['Please arrive at least 15 minutes before the activity starts.'],"['English (US)', 'English (US)', 'English (US)']","Departure pointNational Mall, Washington DC, VAYour guide will be wearing a badge displaying the tour provider's name."
Washington DC Guided Sightseeing Tour,"On this walking tour, you'll discover some of the highlights of Washington DC as you explore the nation's capital with a professional guide. You'll see the exterior of the Supreme Court and learn more about the history and tradition of the nation's highest court.  You'll also visit the Library of Congress and go inside the Thomas Jefferson Building, where you'll learn more about the man's love of books as you discover the richly decorated reading rooms. At the Capitol, you'll wander around the gardens, designed by the same person who designed Central Park. At the end of your tour, your guide will give you a pass to access the galleries in the House of Representatives and the Senate at your leisure.",[],['Guide services'],"['Hotel pickup and drop-off', 'Tips (optional)']",['Requires a moderate level of physical fitness'],"['This activity is not suitable for people with reduced mobility.', 'This activity is not suitable for people with reduced mobility.', 'Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.', 'Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.']","Departure pointCapitol South Station, First St SE 355, Capitol Hill, Washington DC, 20003Meet outside of Capitol South metro station at 1st and C street."
National Mall Walking Tour,"On this guided walk, you’ll explore the iconic memorials and monuments at the National Mall. Led by your guide, you’ll embark on a stroll through the landscaped park and learn about the country’s rich history. You’ll have a chance to appreciate the Washington Monument, Lincoln Memorial and the Capitol Reflecting Pool. You’ll also see the White House and the memorials for Vietnam War and Korean War Veterans. During the tour, you can listen to your guide’s commentary about each structure’s historical significance to make your experience even more meaningful.",[],['Guide services'],,['Requires a moderate level of physical fitness'],"['English (US)', 'English (US)', 'English (US)']","Departure pointWhite House Visitor Center, Pennsylvania Avenue NW 1450, Washington DC, 20230Meet your guide at The Lockkeeper's House at the corner of 17th St. NW and Constitution Ave. NW."
2.5-hour Guided Walking Tour,"On this private or semi-private tour, you will visit some of the city's most important institutions and get an insight into the history of Washington DC and its connection to politics. After meeting your guide, you will head to see the exterior of the Supreme Court. Here, your guide will brief you on this magnificent building completed in 1935 and the traditions attached to it. Next, you will stop at the Library of Congress, considered to be the national library of the United States. Inside this building, you will have the opportunity to admire the circular main reading room and see an authentic Gutenberg Bible. The tour will end at the United States Capitol Visitor Center, where you will learn about the House of Representatives, the Senate and the American legislative process.  Your guide will then give you an access pass to the visitor galleries of the actual House of Representatives and/or Senate chambers, which you will be able to explore at your own pace.",[],"['Guide services', 'Admission to sites']","['Hotel pickup or drop-off', 'Tips (optional)']",['Requires a moderate level of physical fitness'],"['Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.', 'Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Departure pointCapitol South Station, First St SE 355, Capitol Hill, Washington, DC, 20003Meet your guide outside of Capitol South metro station at 1st and C street."
Museums of the National Mall Tour,"This Washington DC walking tour will take you to explore the Smithsonian Institution– the world's largest museum, education and research complex.  You'll be able to walk along the east side of the National Mall and see the National Air and Space Museum, the Hirshhorn Museum and the Arts and Industries Building, among other lesser-known museums. You'll also get the chance to admire the United States Botanic Garden and the view over the Capitol Building.  Led by a professional guide, you'll learn about the history of the Smithsonian Institution and discover how it has shaped the fabric of the National Mall.","[""Guided walking tour of Washington DC's lesser-known museums"", ""Highlights of the Smithsonian, the world's largest museum complex"", 'Insights into how these museums helped shape the National Mall']",['Guide services'],['Admission to sites'],['Comfortable footwear is recommended.'],"['English (US)', 'English (US)', 'English (US)']","Meeting point1000 Jefferson Dr SW, Washington, DC, 20560Meet your guide outside the main entrance of the Smithsonian Castle."
Private Guided Tour of Two Smithsonian Art Museums,"On this private tour, you'll discover some of the highlights of the National Portrait Gallery and the American Art Museum with an experienced guide. In the Portrait Gallery, you'll see portraits of diverse people, including the presidents and first ladies, Civil War military leaders and the suffragettes and robber barons. You'll then move on to the American Art Museum, where you'll see paintings by famous artists like David Hockney, Georgia O’Keeffe and Edward Hopper. Your guide will also show you some of the WPA-era photographs that depict the nation during the Great Depression.","['Chance to see the famous Gilbert portrait of Washington', 'Paintings by Whistler, Hopper, Mary Cassatt, and David Hockney', 'Opportunity to discover what makes this place truly great']","['Guide services', 'Private tour', 'Admission']","['Tips (optional)', 'Food and drinks', 'Hotel pickup and drop-off']",['Please arrive at least 10 minutes before the activity starts.'],"['English (US)', 'English (US)', 'English (US)']","Meeting point619 10th St NW, Washington DC, 20001Please meet your guide on the steps to the G. Street entrance of the museum."
National Portrait Gallery & Art Museum Tour,"This semi-private tour will take you to explore the history and art by visiting the National Portrait Gallery and Smithsonian American Art Museum.  You will first visit the National Portrait Gallery, a historic art museum, which has hosted art exhibits since 1829. You will find the portraits of the women and men with remarkable achievements who have contributed to strengthen the United States, along with 19th-century daguerreotypes, early photographs and more.  Next, you will head to explore one of the largest collections of American art in the world at Smithsonian American Art Museum. Here, you will find masterpieces by Mary Cassatt, Edward Hopper, David Hockney and more.","['A chance to admire the Obama and Pocahontas portraits', 'See exclusive artworks featuring Civil war generals', 'An opportunity to see historic WPA art from Roosevelt’s deal']","['Semi-private tour', 'Guide', 'Admission']",,[],"['This semi-private tour can accommodate a maximum of eight visitors per guide for a more personalised experience.\rLarge bags or suitcases are not allowed.\rThis tour is wheelchair friendly.\rPlease note that there may be occasional closures without previous warning from the museum management. When this occurs, visitors will be provided with an appropriate alternative if the museum opening time is delayed more than one hour from the tour starting time. In these cases, there will be no refunds or discounts.\rPlease mention your full names, mobile phone number and email during checkout, so that tour provider can contact you during the trip.\rShow more', 'Show more']","National Portrait Gallery & Art Museum Tour619 10th St NW, Washington, DC, 20001Please meet your guide on the steps to the G.Street entrance of the museum."
Arlington National Cemetery Walking Tour,"On this tour of Arlington National Cemetery, you’ll learn about the unique resting place of more than 400,000 American service members and their families.  You’ll hear about famous Americans that were interred here, including President John F. Kennedy, Audie Murphy and General Philip Sheridan. You’ll see lesser-known graves such as that of boxer Joe Louis and visit the Tomb of the Unknowns, where you might see the Changing of the Guard ceremony. You’ll also get the chance to visit memorials of the victims of the Columbia and Challenger space shuttles.","['Chance to visit gravesites of some well-known Americans', 'Opportunity to see the Changing of the Guard Ceremony']","['Guide services', 'Admission to Arlington National Cemetery']","['Tips (optional)', 'Food and drinks', 'Hotel pickup and drop-off']",['Please arrive at least 10 minutes before the activity starts.'],"['English (US)', 'English (US)', 'English (US)']","Arlington National Cemetery Walking TourGrant Dr, Washington DC, VA 22214Meet your guide by the gates of the Arlington Cemetery Welcome Center.

Please arrive ten minutes before the tour starts."
