city,name,description,duration,rating,reviews,price,link,image_url
San Diego,One-day LEGOLAND Theme Park Admission,One-day admission to LEGOLAND to ride thrilling roller coasters,,,,CAD 107.26,/attractions/us/prldkhxr3rxc-one-day-legoland-theme-park-visit.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/131382597.jpg?k=4d5ef676f706f056d23a8c658ab87e8f394b44bb56c74a994b9bac29772c3dfc&o=
San Diego,Best of the Bay 90-Minute Harbor Tour in San Diego,Enjoy the best harbor tour on the San Diego Bay—with a professionally narrated harbor tour of man...,,4.2,4.2,CAD 62.65,/attractions/us/prc4npe9f0t6-best-of-the-bay-90min-harbor-tour-in-san-diego.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/221403674.jpg?k=ba5f0c682c4d7173882185435ede14cd5ad3d53617b6f33c3aaf7176ba97f699&o=
San Diego,LEGOLAND® California Admission Tickets,"A ticket to over 60 rides, interactive shows and character meet-and-greets",Duration: 24 hours,,,CAD 107.26,/attractions/us/preudilxzthx-legolandr-california-admission-tickets.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/311748075.jpg?k=59d6117666e9100d7008c21dd3004887ddc2431f601ddf0a8f40166ff40a7353&o=
San Diego,San Diego Whale Watching Tour,"Our trips depart from Mission Bay, which requires only a short 10 minute journey access to the op...",,4.5,4.5,CAD 88.25,/attractions/us/prmeinugp9he-san-diego-whale-watching-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/184706486.jpg?k=03dae305c6ad7c37f57b52e042b3bed33f6fed89dd9e64b833c1b27a2ac77622&o=
San Diego,Behind-the-Scenes at Petco Park Tour,A tour of the highlights of this Major League Baseball Park,,4.8,4.8,CAD 51.59,/attractions/us/prjsf3jq6nl6-behind-the-scenes-at-petco-park-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/164887629.jpg?k=8ec79ab5083e08be87f40ae9f630eadecfcf31723d7d3900f37bb302e3cfca7b&o=
San Diego,Champagne Brunch Cruise,Two-hour cruise of San Diego Bay's military and modern seafront,,4.6,4.6,CAD 160.24,/attractions/us/prhlrm69ngmj-champagne-brunch-cruise.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/144514088.jpg?k=a1e919a157822ebebec78a62832865dda36fb1f257ed4e37f2736c8fbfaceebd&o=
San Diego,San Diego Shore Excursion: San Diego Seal Tour,"While you’re in port in San Diego, explore the city by both land and sea on the San Diego Seal To...",,4.8,4.8,CAD 63.81,/attractions/us/prynvngjlv1v-san-diego-shore-excursion-san-diego-seal-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/134490691.jpg?k=d84b9426c76f161c4e52d4c5b7e9753890637d7e20929893035133ddb8987a4e&o=
San Diego,La Jolla Sea Caves Kayaking Tour,A kayaking tour of the ecological reserve with a naturalist guide,,4.5,4.5,CAD 93.68,/attractions/us/przzquzdfona-la-jolla-sea-caves-kayaking-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/129950415.jpg?k=b878a25bac764ba29db8c135cb6b0fe832b2906c3720d49b3c44e5975e797f13&o=
San Diego,San Diego Scenic Tour,Visit San Diego area with a local tour guide in smaller groups ! It includes visit of La Jolla & ...,,4.6,4.6,CAD 115.41,/attractions/us/pr4getgr19pk-san-diego-scenic-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/182566844.jpg?k=4ecad3b5b63e04bbc2f678ecc9cb914057a89d638228b0105b816326832151d4&o=
San Diego,"Drink, Ride, Sing, & Dance! Bar Tour (4 bars included)","From beginning to end count on a great time! 

MEET. MAKE MEMORIES. REPEAT.

 4 bars in 1 night i...",,,,CAD 44.81,/attractions/us/prwaqozzm9xn-drink-ride-sing-dance-bar-tour-4-bars-included.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/183033480.jpg?k=2a106b9e874583340185d8cfc1636325d28e1e0e5a41d47cfeadca5af5be13c9&o=
San Diego,True Crime Walking Tour of the Gaslamp Quarter,Guided walking tour to learn about the Gaslamp Quarter's darker history,,4.6,4.6,CAD 40.72,/attractions/us/pramnvm8h8ke-true-crime-walking-tour-of-the-gaslamp-quarter.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/216850674.jpg?k=74f2352954187e629db6c64812ba85721b54dde790df34f6a376e89ec9ef66f2&o=
San Diego,San Diego Balboa Park Scavenger Hunt Walking Tour and Game,Enjoy a walking tour of beautiful Balboa Park in San Diego while following clues on your smartpho...,,,,CAD 66.53,/attractions/us/prpsgjmvu1ng-san-diego-balboa-park-scavenger-hunt-walking-tour-and-game.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/226054446.jpg?k=f27acc36792b2a9c69bc100c75ce63d8ac5327eb743cf67f50276bead5e4cac3&o=
San Diego,San Diego Bay One-hour Pedal Boat Rental,Rental of a comfortable and shady pedal boat to explore San Diego Bay,,4.9,4.9,CAD 67.89,/attractions/us/prz81euvh8im-san-diego-bay-one-hour-pedal-boat-rental.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/150700621.jpg?k=734bbb072a4f99680fbe256403c23d8981fe6806e5d35b602cee5a030e9d80da&o=
San Diego,30-minute Speedboat Ride,A thrilling speedboat ride along San Diego's waterfront,Duration: 30 minutes,,,CAD 54.31,/attractions/us/prj6cy5g2dc9-30-minute-speedboat-ride.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/311567036.jpg?k=98b8adb64c1ad77e68b53edb471e3c791e69bec15d0d73e9a46fb7a5a7075722&o=
San Diego,Hand Roll Your Cigar!,The rich tradition and artistry behind hand-rolled cigars at our exclusive cigar lounge in sunny ...,,,,CAD 61.10,/attractions/us/prx4ianynbws-hand-roll-your-cigar.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/219330445.jpg?k=e26eac3391bc74dddd17e8f3e833142c322b5cccba52a84994aaaffd9b0279cb&o=
San Diego,Walking Ghost Tour in San Diego,A walking tour to learn the city's haunted history and ghost stories,,4,4,CAD 33.93,/attractions/us/prfg9tyxysnt-walking-ghost-tour-in-san-diego.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/134519679.jpg?k=d078ab7087b214669ba64c5ad021a987130cb58e1c65539d64f2dc245325009a&o=
San Diego,City Lights Night Tour,Driving tour around Balboa Park and the Gaslamp Quarter to see the city by night,Duration: 1 hour 30 minutes,,,CAD 62.40,/attractions/us/prazab8c8hpq-city-lights-night-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/181143852.jpg?k=93f3ed9216a77aad7e0dcaa48e1ac447666c8133cb9dcd54f1beb6ea67fb4dce&o=
San Diego,Gondola Cruise through the Coronado Cays,The Gondola Company is your Passport to Italy. Indulge in all the magic and tradition of Venice r...,,,,CAD 175.15,/attractions/us/pranlliv8aac-gondola-cruise-through-the-coronado-cays.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/269169523.jpg?k=0a094aecce877a4802d3d082bb001db63b410902e0397184d54eff0ef72114d6&o=
San Diego,Small-group Sunset Cruise,A sailing tour exploring the open ocean and coastal landmarks at sunset,,5,5,CAD 172.43,/attractions/us/pryswjsnvyph-small-group-sunset-cruise.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/228996824.jpg?k=bfb79db5c9c0432bac39acca8b20b6d4f16524ba0538ef407e094358c45d1f5b&o=
San Diego,3-hour Private Mission Bay Cruise,The Mission Bay charter tour is a truly unique and special experience that offers a perfect blend...,,,,CAD 672.09,/attractions/us/prn4fxdrzuzj-3-hour-private-mission-bay-cruise.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/206828972.jpg?k=f69968bee98182956142cd73a830edba23262632a83f34549fd524746498f268&o=
San Diego,City Harbour Self-guided Tour,An audio tour to explore San Diego’s waterfront at your own pace,,,,CAD 10.85,/attractions/us/prbs8fuhjhby-city-harbour-self-guided-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/286261906.jpg?k=7b7e8cadbde7e9dc0bd45d348051261ac60372c4a2128b725073449261403c27&o=
San Diego,One-hour North Harbour Cruise,Relaxing cruise aboard a yacht with stunning views of the city's sights and skyline,,,,CAD 44.81,/attractions/us/prciu86zzx7d-one-hour-north-harbour-cruise.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/311750221.jpg?k=247d368f88b714d1bcc21201baf7b39a9eaf64159526455bd14a124a841c9716&o=
San Diego,Go City Pass,A pass providing admission to some of San Diego's most famous attractions,,4.7,4.7,CAD 175.15,/attractions/us/przkk90xxko8-go-city-pass.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/211907576.jpg?k=a8e109375cc67cdb7aaf12433dc4543eff4b42aed6e4aea3e0088bec8152daf7&o=
San Diego,Taco Hopping in Tijuana from San Diego,A chance to feast on different kinds of tacos,,4.5,4.5,CAD 112.69,/attractions/us/pr4sifx0wuku-taco-hopping-in-tijuana-from-san-diego.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/197691003.jpg?k=27bd1259ce46ac8c2e8ac4d116f0733e3b326c93e7078a40019fbb9763ea9675&o=
San Diego,East Village Food and Drinks Tour,A gastronomic journey around the bars and restaurants of San Diego,,4.9,4.9,CAD 115.41,/attractions/us/prijoduzblby-east-village-food-and-drinks-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/145540423.jpg?k=78f4c5965e3cfdfcb6c7184e3caace6f44ef7783174bae1fda7031763147084f&o=
San Diego,Haunted Gaslamp District Walking Tour in San Diego,A guided walking tour to see the city's most haunted sites,,4.5,4.5,CAD 57.03,/attractions/us/prvdzlxicltx-haunted-gaslamp-district-walking-tour-in-san-diego.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/136514829.jpg?k=4b8e3c94a779e58a79ab0bd9aa6d73d35739a328e7f9888c2b7d307b889a3d7a&o=
San Diego,San Diego Walking Food Tour With Secret Food Tours,"On our Secret Food Tours: San Diego, you'll see the downtown area and walk right into Gaslamp whi...",,4.9,4.9,CAD 128.99,/attractions/us/prggmgjxhsoa-san-diego-walking-food-tour-with-secret-food-tours.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/182205929.jpg?k=167bc98514bb28533f9bd7492dd484046972b3381b274a0416a3de4e8b51e73c&o=
San Diego,San Diego Brunch Cruise,A two-hour sightseeing cruise with brunch and complimentary champagne,,4.4,4.4,CAD 127.85,/attractions/us/prfzv67vxtqx-san-diego-brunch-cruise.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/221361995.jpg?k=2c3e8258ef00f4a809f2c7d2025cdf7b2e7253f35cb1376f194eb6e8f93a9dde&o=
San Diego,Admission to San Diego Zoo Safari Park,A visit to one of San Diego's most popular attractions,,4.4,4.4,CAD 97.76,/attractions/us/prd3f21eorzs-san-diego-zoo-safari-park.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/236581356.jpg?k=ae212de2d2ef92df9a3c58ec206869125e2200ee3cdaeb891e3f342b8ad8f8cb&o=
San Diego,Gray Whale Watching Cruise,A guided sailing tour out into the waters off San Diego to spot gray whales,,4.8,4.8,CAD 115.41,/attractions/us/pri8wwevnqgx-gray-whale-watching-cruise.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/107719421.jpg?k=9deafc9fc8b138c921545bd8609f65d1efc2719134a77e9be41bf5da114191d0&o=
San Diego,Haunted San Diego Ghost Tour,Discover the ghostly history of San Diego,,4.6,4.6,CAD 78.75,/attractions/us/pr7zumdkw51n-haunted-san-diego-ghost-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/228125248.jpg?k=d96bee7c571ed41c5c7232372212f663e8c7a4d76d26c99b4b7fc462fd256536&o=
San Diego,Food and Drink Tour of San Diego’s Gaslamp Quarter,"Exploration of architecture, history and local flavors in the Historic Heart of San Diego",,4.4,4.4,CAD 115.41,/attractions/us/pradejtvoarz-food-and-drink-tour-of-san-diegos-gaslamp-quarter.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/129873959.jpg?k=f43995e0a14ed3f7541f5f743f409ae251db94b2c1d0b336f8f6c49fbd319f18&o=
San Diego,One-hour South Harbour Boat Tour,A relaxing and informative cruise down the San Diego Bay,Duration: 60 minutes,,,CAD 44.81,/attractions/us/prgjcs4fgfyg-one-hour-south-harbor-boat-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/310116154.jpg?k=91fc09d24228ba74601e165758aadbcb96f7fbb465b9bcc37e8f5f3418e8c749&o=
San Diego,Balboa Park and Downtown Segway Tour,A two-hour guided Segway tour of San Diego's highlights,,4.9,4.9,CAD 107.26,/attractions/us/pr1myvap5vql-balboa-park-and-downtown-segway-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/115966779.jpg?k=8c537260e482c7f21f142b8f666c1735e5db9d4527110f5b6e99e6f80b92d697&o=
San Diego,Little Italy Walking Tour,A tour to explore the neighbourhood's history and culture and taste local cuisine,,4.9,4.9,CAD 120.84,/attractions/us/prfaokciyphm-little-italy-walking-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/134553825.jpg?k=8c47bc24e58fb17e0840cba7b968eecab3cf1e6b53c367403645d8adbd1c76b8&o=
San Diego,Admission to the Maritime Museum of San Diego,"A visit to the museum to see historic ships, submarines and other sea vessels",,4.8,4.8,CAD 32.59,/attractions/us/prhmvwlfogrn-admission-to-the-maritime-museum-of-san-diego.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/127810960.jpg?k=4d49a87d641c27dde2fbd5f88baf737422db5e3ca963cf6ee9072074b9a57057&o=
San Diego,Pacific Slot Canyons Tour,Some of the most spectacular and hard-to-reach spots along the Pacific coastline,,4.9,4.9,CAD 80.11,/attractions/us/prgavnjdhgzb-pacific-slot-canyons-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/134405053.jpg?k=26d8389cb930ffd6c371f7c9036fa744467f98ee8fa3ed71c0486e9ee953a2f0&o=
San Diego,Balboa Park Guided Walking Tour,A guided walking tour of the park's popular sites with a complimentary coffee,,4.9,4.9,CAD 73.32,/attractions/us/pruzu2ewg5ib-balboa-park-guided-walking-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/134518644.jpg?k=f0169500d6d0b62ed28de169d1d30dffb4d31a96edaef4d9fbad9f105f0428cd&o=
San Diego,La Jolla Cove Snorkelling Tour,A snorkelling tour to see underwater marine wildlife at La Jolla Cove,,3.9,3.9,CAD 88.25,/attractions/us/przsohnj9q09-la-jolla-cove-snorkelling-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/158111003.jpg?k=9115e425622a29bd4f8a22a80bc60908c2e2705bc3b89b8fc2b7d2db0ce2eb7c&o=
San Diego,Valle de Guadalupe Wine Tour,A visit to three boutique wineries with wine tasting and meals,,5,5,CAD 351.66,/attractions/us/prs3cul8qxqd-valle-de-guadalupe-wine-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/138458800.jpg?k=56d04de0844db8d43a99628ff6f6454612c03580fd02ce4ce5065cf378317e06&o=
San Diego,Apple Pies & Desert Skies: A Self-Guided Driving Tour,Explore some of San Diego's unique and off-the-beaten-path attractions while driving some of the ...,,,,CAD 18.32,/attractions/us/prqfu757lcjo-apple-pies-desert-skies-a-self-guided-driving-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/288823658.jpg?k=b45cb968060f97165a186f3e97275eb3e02dc51bf6bc5fa1cfdb6b5cc55650f7&o=
San Diego,Electric Bike Rental,Independent exploration of San Diego on an ebike,Duration: 10 hours,,,CAD 58.52,/attractions/us/prlwsi3qu7hh-electric-bike-rental.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/311642525.jpg?k=3a4377c199383b1a4e154df50364e3a131ccee0c0e81f8e69bc7b0483ee07a9e&o=
San Diego,Guided Gaslamp Quarter Ghost Tour,A guided walking tour through the haunted parts of the Gaslamp Quarter,,3.3,3.3,CAD 40.73,/attractions/us/prlu7rbytnrw-guided-gaslamp-quarter-ghost-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/134510887.jpg?k=a86c6e452befaa6e3e35306068dd11521f05a250c9bb54250eb1b518b7190213&o=
San Diego,Culinary Walking Tour,A three-hour guided walking food tour to visit San Diego's Gaslamp Quarter,,4.7,4.7,CAD 120.84,/attractions/us/prdibiaty0kd-culinary-walking-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/146349988.jpg?k=795e13b55fc718b4f11517747c685b634f3bf2622a107d0117f90288c1fa3c3d&o=
San Diego,Smartphone-Based Scavenger Hunt Experience,A fun way to explore San Diego while completing a scavenger hunt,,,,CAD 13.58,/attractions/us/pr7k4u8a2ys4-smartphone-based-scavenger-hunt-experience.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/131437388.jpg?k=a3cde1bc327f22ef1392b76e0cc6c2056c1895b238def0fbf7a730cbbf03c356&o=
San Diego,Two-hour Pier Fishing Experience,A guided fishing experience,,4.8,4.8,CAD 101.82,/attractions/us/pridcon3kpel-two-hour-pier-fishing-experience.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/134539744.jpg?k=d2bdaf3e22cffcc6b25f1d4751bc5d51bf686aefe3c6191b8851b55554496474&o=
San Diego,Old Town Guided Tour with Food and Drink Tastings,A tour to explore an historic neighbourhood and try the local gastronomy,,4.4,4.4,CAD 115.41,/attractions/us/pry3ellrtxtf-old-town-guided-tour-with-food-and-drink-tastings.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/130157726.jpg?k=4301ce6cfe8a63283ddf18dea489caeca0fec1d50fd68b7bdf32d0286eb6e408&o=
San Diego,Fleet Science Center,Admission to a centre dedicated to science with a wide variety of interactive exhibits,,,,CAD 33.84,/attractions/us/prltrrgnhbbb-fleet-science-center.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/181144828.jpg?k=a8d67d1b41c2b1d9bb0de6a31589782fc37156622bb23333386314ea179c551f&o=
San Diego,San Diego Club Crawl in the Gaslamp Quarter,A nightclub tour with a local party host,,4.4,4.4,CAD 47.52,/attractions/us/prhmidygbreu-san-diego-club-crawl-in-the-gaslamp-quarter.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/130040101.jpg?k=78a78a475d2a7024176dbf54690439381fd3126e59ef7a0fbb472bafe9543b18&o=
San Diego,Stand-up Paddle Board Lesson,An activity to learn stand-up paddleboarding on the San Diego Bay,,4.7,4.7,CAD 27.15,/attractions/us/pryhsyddyqfa-stand-up-paddle-board-lesson.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/136130860.jpg?k=3c089b7b915ce825c701430c8cfe6aa73d1e75cfb2120d0384dfe14326c9f974&o=
San Diego,San Diego Harbour Speed Boat Adventure,A guided self-driving activity to admire the picturesque harbour,,4.6,4.6,CAD 215.88,/attractions/us/prrhfxuazppr-san-diego-harbour-speed-boat-adventure.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/258482090.jpg?k=fd825470012aa992b30a533d573f823d1c9eaf51c698b6e7d54eabf37fbb9228&o=
San Diego,Sightseeing Cocktail Cruise,A sunset voyage past iconic sights of San Diego Bay with mouth-watering cocktails,Duration: 2 hours,,,CAD 93.55,/attractions/us/prixovpazxlg-sightseeing-cocktail-cruise.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/311851361.jpg?k=b108317c2b7372ad2dee5d3c6ede2b3fc52ade7acdd531bb79ff5b05c8a4c83b&o=
San Diego,Tequila Tasting Tour,A chance to try shots of tequila and see a bit of the Old Town,,,,CAD 169.72,/attractions/us/prkmultgr26w-tequila-tasting-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/145979671.jpg?k=f40766bf93cc13d0c853e806eadc9f63a3d765fa58df9fc713df4f8b510695c7&o=
San Diego,Small-group San Diego Bay Luxury Cruise,A guided sailing cruise with drinks and snacks,,4.9,4.9,CAD 161.57,/attractions/us/pr3lmaeartr1-small-group-san-diego-bay-luxury-cruise.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/144513501.jpg?k=b772458424014c2d9c2676ad00c044924612697e0f555fed49b5cdaa9962eb45&o=
San Diego,Sunset Catamaran Sail in San Diego,A 2.5-hour small-group boat tour with drinks,,4.9,4.9,CAD 156.14,/attractions/us/prfnephmditm-sunset-catamaran-sail-in-san-diego.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/145898791.jpg?k=4c65a40fcc395e40a4bb4b8926beec9f4730c9a6d155edf69147e0a53895f5fd&o=
San Diego,Small-Group Afternoon Sailing Experience,A sailing cruise through San Diego Harbor to see famous landmarks and attractions,,5,5,CAD 157.50,/attractions/us/prlcyozkckbx-small-group-afternoon-sailing-experience.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/130035854.jpg?k=50f6c44570650d3edc07d734c0721ba478135d9f86628d2f8d7b472685f0e517&o=
San Diego,San Diego Balboa Park Scavenger Hunt Adventure,A self-guided scavenger hunt to see and learn about the city's highlights,,,,CAD 28.97,/attractions/us/pr24mfv24fqo-san-diego-balboa-park-scavenger-hunt-adventure.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/119108847.jpg?k=8dd73b1f8c9785756a9af4fbdc781aaf0f04d10a7560df8469cc98e87848b013&o=
San Diego,Speed Boat Tour,An excursion to see San Diego's scenic skyline from the water,Duration: 2 hours,,,CAD 215.88,/attractions/us/pr3ggl6de1zm-speed-boat-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/153565363.jpg?k=6a291d0626ff36c5fda56a8ef6a5f94927dd70fdca6bfd0e1155b6681c885f71&o=
San Diego,Dinner and Movie on a Yacht,A chance to enjoy dinner and a movie on a large yacht in San Diego Bay,Duration: 3 hours 30 minutes,,,CAD 228.33,/attractions/us/prnitmh9y5eh-dinner-and-movie-on-a-yacht.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/311550909.jpg?k=d3fae47274549e110f164fe199f4782e6093bcc8fc80dae9cd2ceea4a5fedd8c&o=
San Diego,Embarcadero Waterfront Ghost Tour,A guided tour to discover the haunted history of San Diego's waterfront,,5,5,CAD 25.80,/attractions/us/prluzgnqs14m-embarcadero-waterfront-ghost-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/144464526.jpg?k=3de6c692bc82a6a4cdab57135283f7b63a537309f7c538898ee8b517d7dd0404&o=
San Diego,San Diego GoCar Night Tour,A self-guided driving experience to take in the city sights at night,,,,CAD 313.03,/attractions/us/prtauivmkfvb-san-diego-gocar-night-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/167741883.jpg?k=9ced59275cba6522d984b127ed04b0a9c0a3720e190ae1e4198269c776392a84&o=
San Diego,Medieval Escape Room Experience,A time-bound escape room experience,,,,CAD 47.52,/attractions/us/przryvx29mhs-medieval-escape-room-experience.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/131460395.jpg?k=af08a5e0d24c0923ab9f677994ba937f39a8af06e4d5b7f60e70610a98183876&o=
San Diego,Self-guided La Jolla Walking Tour,A self-guided walking tour to discover the historic La Jolla neighbourhood,,,,CAD 33.93,/attractions/us/prwwcutvxocf-self-guided-la-jolla-walking-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/157701905.jpg?k=604397700bed06e07e7249a07ca55cf8e80a0e269cdb3ed7966b571058f11535&o=
San Diego,Gaslamp Quarter Exploration Game,A chance to discover the Gaslamp Quarter via a fun mobile-based game,,,,CAD 14.60,/attractions/us/prwukndzlnbd-gaslamp-quarter-exploration-game.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/150256012.jpg?k=e2dce033536c532fd5b971c41c11853268d84d6e9c1dec8c0c86d7cb962d1805&o=
San Diego,Private Wine and Cheese Cruise,A sunset cruise out into Mission Bay on a boat with its own observation tower,,,,CAD 196.87,/attractions/us/prxn1gqonbuy-private-wine-and-cheese-cruise.en-gb.html?source=searchresults-product-card&ufi=20015725,https://q-xx.bstatic.com/xdata/images/xphoto/300x320/313035542.jpg?k=980052b397b0aae1b1d27a8aba0561c664d7703add9b5cc644e3add6ee0b5cf5&o=
San Diego,La Jolla Self-guided Driving Tour,A self-guided GPS audio tour of San Diego's La Jolla neighbourhood,Duration: 60 minutes,,,CAD 23.39,/attractions/us/prgrceevctdl-la-jolla-self-guided-driving-tour.en-gb.html?source=searchresults-product-card&ufi=20015725,https://r-xx.bstatic.com/xdata/images/xphoto/300x320/311646789.jpg?k=cb7b2c5f293355118bb20206c3ef781da67fc5ca570bfd5df48758e2651d1879&o=
