city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
Sarasota Architecture Tour,"Sarasota is home to an amazing architectural legacy. On this 105-minute air-conditioned tour, guests will visit some outstanding examples of architecture and design, with tours featuring three of the city’s most distinctive styles: Art Deco, Mediterranean Revival, and Mid-Century Modern (featuring the Sarasota School of architecture, a regional adaptation of 20th-century International Style modernism that flourished in Florida from the 1940s to the 1960s.)These tours sell out weekly so book early!",[],"['Bottled water', 'Air-conditioned vehicle']",,[],[],"Departure pointDiscover Sarasota Tours, 4th St 1826, Gillespie Park, Sarasota, 34236Off Fruitville, behind the Breakfast House"
Private Sunset Charter,This Charter is driven by our Captain and we can take up to 6 guests maximum. We are pet friendly for well behaved pets. Please bring your own items to clean up after your pets. Please also keep in mind the temperatures because Florida can be hot and uncomfortable for our furry friends. The Charter is private so it will only be your friends and family on the boat. You will travel through Sarasota Bay with a stop off at a sand bar if you want to get out and go for a swim.,[],"['Yeti Cooler, Water, and Ice']",,[],"['What guests loved mostSee all reviews', 'What guests loved mostSee all reviews', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","Departure point7660 S Tamiami Trail, S Tamiami Trail 7660, Sarasota, 34231We are located in the plaza where the old Water Front Restaurant is. There is a sign on the building."
Sarasota Kayak and Food Tour,"Join us for a fun filled day that begins with a magical kayak tour through the majestic mangrove tunnels of our beautiful Lido Key and ends with an exciting and educational culinary experience in downtown Sarasota. We will start our day as one of our expert guides takes you on a two-hour kayak adventure in search of dolphins and manatees and through Sarasota’s exotic Mangroves. Once you have finished kayaking you will make your way to downtown Sarasota where we will begin the walking food tour. You will have about an hour and a half to stroll around downtown Sarasota or enjoy Lido Beach before we start the food tour. During the food tour we will be walking to 4 or 5 different family-owned restaurants where we will be enjoying unique foods, stopping at local historical landmarks, and immersing ourselves in the local culture of our beautiful city. Get ready for a full day of food, fun, and adventure! **Guests must provide their own transportation from the Kayak Tour to The Food Tour.",[],"['Personal Tour Guide', 'Private Tours Available', 'All Fees and Taxes']","['Gratuities to your Tour Guide (recommended 10-20% of purchase price)', 'Private transportation']",[],[''],"Departure point1538 State St, State St 1538, Main Street Merchants, Sarasota, 34236Meet at 3:30 p.m. at 1538 State St, Sarasota, FL 34236

Parking: Parking is available in the State Street parking garage on State Street. Please be sure to use levels 3-6. 

We will meet you by the elevator downstairs!"
Inshore Fishing by Charter in Sarasota,"Looking for an adventure that really showcases what the waters of West Florida have to offer? Captain James specializes in targeting Floridian-famous fish such as Snook, Redfish, Trout and the mighty “Silver King” (Tarpon). Captain James can also cater the trip to your preferences. You can spend the entire day fishing or mix it up with some sightseeing.",[],['Fishing gear'],,[],[],"Departure pointHart's Landing, John Ringling Causeway 920, Sarasota, 34236"
Sarasota Segway Tours,"Starting off by the Sarasota intercoastal, we will ride over the Ringling bridge Around Bird Key, Over to Bay Front Park to take picture with the kissing statue.",[],"['Protective Gears', 'Use of Segway']",,[],[],"Departure point777 N Tamiami Trail, N Tamiami Trail 777, Sarasota, 34236Waterfront Park Sarasota"
Wildlife Watching Kayak Adventure,"During this self-guided kayaking tour, you'll discover the mangroves around Sarasota at your own pace. You'll get a map from the tour provider and then paddle through Lido Key's mangrove tunnels, where you'll have the chance to see a huge range of wildlife including manatees and dolphins.",[],"['Map of the area', 'Kayak with paddles and life jackets', 'Dry bag']","['Sunscreen', 'Water', 'Hat or sunglasses']","['Not recommended for visitors with back problems', 'Suitable for all fitness levels']",['Please bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book or be accompanied by an adult. Operated by Liquid Blue Outfitters'],"Departure pointTaft Dr 190, Lido Key, Sarasota, FL, 34236Meet at parking spot number three in Ted Sperling Nature Preserve."
Twilight Sip and Dine Tour Sarasota,"Sunset food tours will cover the hidden gems of Sarasota. Offering food, drink, culture, history, and of course, memories, while savoring every bite.",[],"['Personal Tour Guide', 'Snacks', 'Restaurant/Bar Gratuities', 'Private Tours Available', 'Alcoholic beverages included']","['Gratuities to your Tour Guide (recommended 10-20% of purchase price)', 'Private transportation']",[],[],"Departure pointState Street Parking Garage, State St 1538, Main Street Merchants, Sarasota, 34236Meet outside of State Street Garage outside of the elevators next to Rise & Nye's. Your guide will be waiting with a big smile at 5:00 p.m. The first 2 hours is complementary parking, $3 for hours 2 and 3 and $1 additional per hour after."
2 Hour Guided Stand Up Paddle Board Tour along Upper Manatee River,"Explore the Upper Manatee River with an experienced guide that will create a fun and challenging day with breathtaking views of real Florida. The Upper Manatee River is a great example of what real Florida looks like. Take a step back into time and experience this jungle-like environment.There is an abundance of wild animals that call the river their home. Some of the animals spotted on the Upper Manatee adventures include manatees, turtles, bald eagles, deer, wild boar, alligators, bobcats, hawks, osprey and many many more.",[],"['Bottled water', 'Stand up paddle board, leash, and paddle']",,[],[],"Departure point905 Rye Wilderness Trail, Rye Wilderness Trail 905, Parrish, 34219The tour starts at the Rye Preserve kayak/canoe launch, which is located in the first large parking lot on the right hand side of the road. Your guide will be there to great you and show you the way down to the river where you will find everything you need for your adventure waiting at the water!"
Lido Key Mangrove Tunnels Kayak Tour,"On this kayaking tour, you'll explore the mangrove tunnels around Lido Key with an experienced guide. You'll head out onto the calm waters to paddle under the mangroves with a chance to see a range of wildlife up close, including dolphins, manatees and ospreys.",[],"['Kayaks', 'Dry bags']","['Bottled water', 'Sunscreen', 'Hats and sunglasses']","['Not recommended for visitors with heart problems or serious medical conditions', 'Requires a moderate level of physical fitness']","['English (US)', 'English (US)', 'English (US)']","Departure pointTaft Dr 190, Lido Key, Sarasota, FL, 34236Meet at parking spot number three at Ted Sperling Nature Preserve.

Please present your voucher to the tour provider."
Private Fishing Tour with Master Captain Bill Phillips,"Experience the Ultimate Adventure: – Your Gateway to Unforgettable Fishing Excursions! Embark on a thrilling adventure with as you reel in the catch of the day during their 4-hour inshore fishing trips in the stunning Sarasota Bay.Experience the angler's paradise on Anna Maria Island's Bean Point with 6-hour trips, where you'll have a chance to hook impressive game fish against the backdrop of breathtaking coastal scenery.Dive into the depths of the Gulf of Mexico's fish haven during' 8-hour fishing excursions, exploring the 1, 3, and 7 Mile reefs, where the sea comes alive with a diverse array of marine species waiting for you to make your biggest catch yet.",[],['We provide all licenses and fishing gear and bait. You bring whatever you want to snack on and drink. We provide the ice.'],,[],[],"Departure pointBahia Mar West Marina, 14th St W 6918, Bradenton, 34207We are docked in slip 16"
Parasailing Experience in Anna Maria Island,"This experience will give you a chance to explore Anna Maria Island from a different perspective, as you parasail over the bright blue waters. After a safety briefing from the captain and crew, you'll soar into the sky with your parachute at a height of about 120 metres, right above the glistening sea. You can admire the seascapes on your flight, which will last for 10–12 minutes, and take a dip in the water before returning to the dock.",[],['Guide services'],"['Transportation to/from attractions', 'Food and drinks']","['Not recommended for pregnant visitors', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['English (US)', 'English (US)', 'English (US)']","Departure point63rd St, Holmes Beach, FL, 34217Arrive at the listed address 15–20 minutes before your scheduled start time so that you can find parking and check in at the booth behind the tackle shop.

Your guide will meet you in Keyes Marina by the Marina drive in Anna Maria Island."
4-Hour Private Inshore Fishing Trip in Sarasota,"Looking for an adventure that really showcases what the waters of Sarasota have to offer? Captain James Gibson is an inshore fishing fanatic, and he can’t wait to introduce you. A local fisherman, Capt. James specializes in targeting Floridian-famous fish such as Snook, Redfish, and the mighty “Silver King” (Tarpon) as well as other species like, snapper, grouper and trout.Capt. James was born and raised on the west coast of Florida, and has been fishing the waters of Sarasota, Bradenton, and Tampa Bay for over 15 years. He’s passionate about inshore fishing, and loves nothing more than sharing this passion with other anglers. No matter your age or skill level, he’ll help you discover your love for fishing Florida’s shallows!",[],"['Bottled water', 'Fishing tackle', 'Fishing license']",,[],[],"Departure point920 John Ringling Causeway, John Ringling Causeway 920, Sarasota, 34236Once you arrive at Harts Landing start walking out to the end of the dock and feel free to contact me."
Amazing Anna Maria Island Scavenger Hunt,"Our very unique, immersive adventures are the only ones of their kind. We, unlike other companies, provide your very own remote, interactive, live host to assist and encourage you along through your phone. We are an Austin, TX-based global custom event design company offering scavenger hunts and other events in 300+ cities in North America and beyond. Our specially hand-crafted adventures are equal parts tour, creative challenge, detective hunt, and social experiment! Guests get to discover in an alternate reality our favorite hidden gems off the beaten trail and creatively interpret fun art, history, and culture clues - for points! They get to enjoy fame and glory while appearing on our website’s international leaderboard, no matter what their score. They get to essentially race other teams in other cities, even if they don’t have competitors who have signed up in their city that day. Get ready to discover unusual oddities, laugh out loud, and make the experience your own!",[],"['Remote interactive live guide (Must provide domestic phone or WhatsApp number)', 'Digital Scavenger Hunt Document', 'Leaderboard standing', 'Choice to extend the hunt for free', 'Future company alumni discounts']",,[],[],"Departure pointAnna Maria Island Beach Cafe, Gulf Dr 4000, Holmes Beach, 34217Begin outside in front of the starting location."
3-Hour Tikibar Private Hopping in Sarasota,"It's a private tour for you and your party, up to 6 passengers max. Captain Rachael will be providing a safe, fun, and memorable experience for you to hold onto. Her local knowledge adds to the experience by finding dolphins and telling you about the local area. She also has a bathroom onboard and a bow bimini shade if you prefer to stay out of the sun.",[],"['Private transportation', 'Bottled water', 'Use of Snorkelling equipment', 'Restroom on board', 'safety equipment']","['Prices may vary depending on orders.', 'Soda/Pop']",[],[],"Departure point7700 S Tamiami Trail, S Tamiami Trail 7700, Sarasota, 34231I am docked in the back of the big yellow building. Free parking along Holiday Drive N, in front of the building, or along the grass on Holiday Drive (south side)."
90 minute South Florida Jet Ski Adventure Fun Thrilling,We are Sarasota Counties leading water sport activity company. All new top of the line equipment. We offer a 90 minute jet ski rental through Sarasota Bay.  TIME RESERVATION REQUIRED. MESSAGE AFTER BOOKING TO SET UP AN APPOINTMENT,[],"['Bottled Water', 'ALL FEES AND TAXES. NO HIDDEN FEES', 'Life Jackets']",['gratuities'],[],[],"Departure point1059 N Tamiami Trail, N Tamiami Trail 1059, Sarasota, 34236We meet and launch from Marina Downtown Sarasota. Parking is on premises."
2 Hour Jet ski Rental Fast And Fun Adventure Florida Thrill,We are Sarasota Counties leading water sport activity company. All new top of the line equipment. We offer a 2 hour jet ski tour through Downtown Sarasota.  TIME RESERVATION REQUIRED. CAN NOT JUST WALK UP.,[],"['Bottled water', 'Life jackets', 'All Fees and Taxes']",['gratuities'],[],[],"Departure point1059 N Tamiami Trail, N Tamiami Trail 1059, Sarasota, 34236We meet and launch from Marina Downtown Sarasota. Parking is on premises."
Anna Maria Island Paddleboard Tours,"The only LED Night Paddleboard Tour in Anna Maria Island, Florida Experience Paddle boarding with a completely clear view of the ocean. We search for seashells, starfish, manatees, dolphins, and other exciting sea life! Don't miss your chance to have the best view possible.",[],"['Use of a paddleboard, life Jacket and Paddle']",,[],[],"Departure point12698 Manatee Ave W, Manatee Ave W 12698, Bradenton, 34209Meet at the East side of Manatee Bridge"
"Private Day Boating Charter out of Sarasota, Floridsa","You deserve to have some fun with your crew! Whether you are on vacation or want to feel like you are on vacation, this salt water vessel has it all! Relax or cruise in comfort with up to 5 passengers plus the captain! Sit back and relax as the captain navigates to where you want to go.",[],"['Inflatable Floaties-Free to use.', ""Captain's hourly wage included in price."", '***All Use of Equipment and purchases must be documented in the initial booking!']","['Gas must be filled up upon return or $200 cash upon return.', 'Gratuities', 'All Fees and Taxes', 'Food and Drink not included. Please only bring clear beverages.', 'Pro Fishing Poles-Rent for $50 each + additional $300 deposit per fishing pole refunded upon return.', 'Tackle Kit-Purchase for $20.', 'Lures-Purchase for $20', 'Shrimp bait-Purchase for $20', 'Chum bucket-Purchase for $30', '***All rental fees, purchases, and deposits must be paid prior to boarding the boat.', '****Florida Fishing licenses can be purchased at the App store under Florida Fishing and Wildlife.', '***You must have a FL Fishing License prior to boarding if fishing or crabbing.']",[],[],"Departure point1708 Ken Thompson Pkwy, Ken Thompson Pkwy 1708, City Island, Sarasota, 34236Please be on time as we will only wait 15 minutes and you will not be reimbursed. Enjoy free parking and walk over to the docks to jump on board and have some fun!"
Explore Sarasota with a Unique Scavenger Hunt by Wacky Walks,"Use an app to explore Sarasota in this fun royal scavenger hunt! In Wacky Walks, you will compete in royal tournaments to determine a King or Queen throughout the game. The King/Queen will lead the team in finding items around the city and doing challenges for points. Take a photo of the item or completing the challenges through the app. The goal of the game is to keep your King/Queen title the longest and gain as many points as possible during your game. You can play for as long as you choose, in any area of the city you'd prefer. A remote host will be chatting with you throughout the game if you need help. Come play Wacky Walks in Sarasota today!",[],"['2 hours with a remote interactive guide', 'GST (Goods and Services Tax)', 'All Activities']","['Use of Activity-owned smartphone', 'Private transportation']",[],[],"Departure pointSelby Five Points Park, Central Ave 1, Main Street Merchants, Sarasota, 34236You will receive a message before your game with instructions on how to start. If you do not receive the message prior to starting please contact us."
Seabob Snorkel in Sarasota Florida,We strive to be sure your water adventure is one you can check off the bucket list. Seabobs are easy to use and it's fun for just yourself or to share with the whole crew. Cruise on top or under the sea. Seabobs have an easy to use throttle and speed settings. Explore the waters like you never have before.,[],"['We offer delivery of 1 seabob or 2. They can be shared with your crew for the duration or just use for yourself to explore away', 'Sea Goggles']",,[],[],"Departure pointLido beach, Lido Key, Lido Key, Sarasota, 34236Our staff will deliver your Seabobs to your destination. We deliver to Siesta Key, Lido Beach, Sarasota, Long Boat Key, and Anna Maria. Jump on a Seabob and explore the waters like never before."
Siesta Key Scramble Scavenger Hunt,"Our very unique, immersive adventures are the only ones of their kind. We, unlike other companies, provide your very own remote, interactive, live host to assist and encourage you along through your phone. We are an Austin, TX-based global custom event design company offering scavenger hunts and other events in 300+ cities in North America and beyond. Our specially hand-crafted adventures are equal parts tour, creative challenge, detective hunt, and social experiment! Guests get to discover in an alternate reality our favorite hidden gems off the beaten trail and creatively interpret fun art, history, and culture clues - for points! They get to enjoy fame and glory while appearing on our website’s international leaderboard, no matter what their score. They get to essentially race other teams in other cities, even if they don’t have competitors who have signed up in their city that day. Get ready to discover unusual oddities, laugh out loud, and make the experience your own!",[],"['Remote interactive live guide (Must provide domestic phone or WhatsApp...', 'Digital Scavenger Hunt Document', 'Leaderboard standing', 'Choice to extend the hunt for free', 'Future company alumni discounts']",,[],[],"Departure pointMojo Risin' Coffee Co., Ocean Blvd 5251, Siesta Key, 34242Meeting Instructions
Begin outside in front of the starting location. *Note: The businesses on the hunt trail do NOT have a role in the hunt. We are your remote hosts."
Fun City Scavenger Hunt in Sarasota by 3Quest Challenge,"You'll use an app to explore Sarasota in this fun scavenger hunt! In 3Quest Challenge, the app will give you a list of things (given in riddle form) to find around the city. Solve the riddle and take photos of the items to collect points. You'll also do fun challenges for points as well. The items and challenges will be separated into 3 quests. Complete quest 1, quest 2, and lastly quest 3 in order to finish 3Quest Challenge. Set a time limit for yourself of 2 hours if you'd like to make the game a bit more challenging! You'll have a remote host during your game that will chat with you if you need help along the way! Can you complete all 3 Quests in Sarasota?",[],"['2 hours with a remote interactive guide', 'GST (Goods and Services Tax)', 'All Activities']","['Use of Activity-owned smartphone', 'Private transportation']",[],[],"Departure pointSelby Five Points Park, Central Ave 1, Main Street Merchants, Sarasota, 34236You will receive a message before your game with instructions on how to start. If you do not receive the message prior to starting please contact us."
Private Fishing Charter on Tampa Bay and its Backwaters,"Whether you're a novice or a long time angler, Captain Gary will utilize his many years of fishing knowledge to provide you with a customized fishing experience you won't soon forget. Let's have some laughs and catch a bunch of fish, it's going to be a great day.",[],"['Rods and reels, life jackets, bait and fishing licence']",,[],[],"Departure pointWarner's Bayou Boat Ramp, Riverview Blvd 5800, Bradenton, 34209Meet Captain Gary at the dock next to the boat ramps, look for the blue boat that says Fishwithcaptaingary on the side."
Fly Above Water! Efoil Experience in Sarasota,Cruising on the Lift Efoil is a water adventure yet to beat! We provide excellent guidance and safety to get you flying over the blue waters of Sunny Florida. Our instructors can’t wait to give you an exhilarating experience that is a bucket list must.,[],"['Use of helmet', 'Bottled water', 'Use of life vest']",,[],[],"Departure point201 FL-789, FL-789 201, Longboat Key, 34228We meet at 3 different locations depending on winds, current, and weather. You will have your adventure off Siesta Key Beach, Lido Beach, or in the beautiful waters of Sarasota Bay."
Sarasota Inshore Fishing Charters,"Experience and explore backwaters of the Sarasota Bay! Always a short distant and boat ride to great fishing in Sarasota Inlet and Lido Key. Enjoy fishing one of the most popular areas in Sarasota, with a unique ecosystem, found right near downtown. Fishing is great all year round, and there is such diversity of areas that even on windy days there are plenty of places to fish. Among the Bay, you can fish one of the many barrier islands, and hundreds of miles of backcountry water shoreline, making this a trip to truly enjoy. When you are visiting Sarasota, FL, our visitors also enjoyed Marie Selby Botanical Gardens or the Siesta Key Rum Distillery. You can also visit the many history museums such as The Ringling. Booking with confidence on TripAdvisor, it makes this charter an easy, reliable and enjoyable decision. Reserve Today to get hooked up!",[],"['Private tour', 'Bottled water', 'All Fishing and Safety equipment', 'Fishing Licenses', 'Professional guide and Boat', 'Local Bathroom and Marina Facilities']","['Gratuities (optional but suggested)', 'Food and drinks']",[],[],"Departure point1059n N Tamiami Trail, N Tamiami Trail 1059n, North Trail, Sarasota, 34236Your local Sarasota captain will meet you at the boat ramps by docks. There is ample parking with restrooms. Your captain will help you board and go over the days itinerary with you."
Clear Kayak LED Night Glass Bottom Tour - Anna Maria Island,"The only Glass Bottom 100% Clear Kayak tour in Anna Maria Island, Florida. Experience kayaking with a completely clear view into the ocean. We search for sea shells, star fish, manatee, dolphin, and other exciting sea life! Don't miss your chance to have the best view possible. Make sure to wear something you can get wet! We offer Day Tours, Sunset Tour and our most popular Night LED Tour",[],"['Use of a Clear Kayak', 'life jacket, paddle']",,[],[],"Departure pointKingfish Boat Ramp, Holmes Beach, 34217Meet at King Fish Boat Launch
In the event of high winds - Tours will be moved to a protected mangrove launch site in Bradenton - The parties will be notified prior to launch if any changes are made."
Sarasota Mangrove Tunnel Guided Kayak Adventure,"Our guided kayak adventure is the best of its kind in the area! Our expert guides are Florida Master Naturalists with vast knowledge of the local flora and fauna, as well as the fascinating local history! We get to kayak for a living! We never lose sight of that, and we show you our appreciation by keeping you safe, and making sure you enjoy our office as much as we do! We keep our groups small to ensure your safety and enjoyment. Our equipment is high quality, well kept, and safe.",[],"['Coast guard approved life jacket', 'A high quality kayak and lightweight paddle', 'Professional guide with vast knowledge of the area']",['Gratuities - Not expected but greatly appreciated! Tips are not included in the price of your ticket'],[],[],"Departure point190 Taft Dr, Taft Dr 190, Lido Key, Sarasota, 34236Meet us at Ted Sperling Nature Park (190 Taft Dr. Sarasota Fl, 34236). Once you've parked, come to the kayak trailers with the KAYAKING SRQ and PARADISE ADVENTURES signs above them. Our awesome guides will be waiting you there to check you in."
4 Hour Private Charter,"We truly believe that we live in PARADISE. How could we not? Every time we charter a tour we are surrounded by beautiful crystal clear waters, amazing wildlife, perfect weather, and unforgettable sunsets. We can’t wait to share all these breathtaking sights and sounds with you! We are your best option for exploring the beautiful waters of Sarasota Bay and the surrounding areas. Our vessel is an amazing Sylvan Tritoon that provides you with a safe and comfortable ride, while allowing us to cater each experience to your group! Our charters are designed to keep you smiling from start to finish while creating memories that will last a lifetime. This Charter is for up to 6 guests no exceptions.",[],"['Sylvan Tritoon', 'Safety Equipment', 'Yeti Cooler so guests can bring drinks and snacks']",,[],"['What guests loved mostSee all reviews', 'What guests loved mostSee all reviews', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","Departure point7660 S Tamiami Trail, S Tamiami Trail 7660, Sarasota, 34231Parking available at the Southpointe Marina, where we launch from!"
Public Art Tour,"On this tour, you’ll have the chance to discover the city’s public works of art with an art expert guide. During your ride aboard an air-conditioned van, you’ll get to see more than 50 extraordinary pieces created by local artists. From sculptures and monuments to murals and mosaics. You’ll also get to see vibrant neighbourhoods and the charming downtown of Sarasota. Along the way, your knowledgeable guide will share interesting facts about the artists and the varying inspirations behind their masterpieces.",[],['Transportation in an air-conditioned vehicle'],,['Suitable for all fitness levels'],"['Visitors must be at least 12 years old.', 'Visitors must be at least 12 years old.']","Departure point4th St 1826, Gillespie Park, Sarasota, FL, 34236Meet your guide behind the Breakfast House, just off Fruitville and Osprey."
Amish Experience in Sarasota,"This tour will give you a glimpse into the lives of Amish and Mennonite cultures in Sarasota.  You’ll take a trolley or air-conditioned van to the charming and rustic Pinecraft community, a neighborhood that attracts members of the Amish and Mennonite orders as they move to Florida during the harsh northern winter months. Your tour guide will share information about the beliefs and traditions of the two orders. You’ll have the opportunity to stop at Alma Sue’s Quilt Shop and The Carlisle Inn and enjoy shopping and a sample of pie at Der Dutchman Amish Kitchen Cooking Restaurant.",[],"['Snacks', 'Air-conditioned vehicle']",,['Suitable for all fitness levels'],"['Visitors must be at least 12 years old.', 'Visitors must be at least 12 years old.']","Departure point4th St 1826, Gillespie Park, Sarasota, FL, 34236Please meet behind the Breakfast House, off of Fruitville and Osprey."
Haunted Sarasota Ghost Tour,"On this nighttime tour, you’ll learn about the rich history of Sarasota from your Ghost Hostess. You’ll get a beer or wine before boarding the trolley and then you’ll ride around the city and hear stories about haunted buildings, unsolved crimes and murders in Sarasota.",[],"['Transportation in an air-conditioned vehicle', 'Alcoholic drink']",,['Suitable for all fitness levels'],"['Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.', 'The minimum age for consuming alcohol is 21 years.', 'The minimum age for consuming alcohol is 21 years.']","Departure point4th St 1826, Gillespie Park, Sarasota, 34236Please meet for your tour behind the Breakfast House, just off Fruitville and Osprey."
City Scavenger Hunt Experience,"This scavenger hunt game will give you the chance to discover Sarasota in a fun and unique way. Using a smartphone app, you’ll get to explore the city’s top landmarks and attractions while learning about its history and culture. During your travels, you can solve location-based riddles and trivia that will unlock directions to your next stop. You’ll also get to snap photos of the destinations you visit.",[],['Souvenir photos'],"['Food and drinks', 'Round-trip transportation']",['Requires a moderate level of physical fitness'],"['Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Departure point1565 1st St, Downtown, Sarasota, FL, 34236"
Chichén Itzá and Cenote Saamal Tour,"On this day-trip, you’ll explore some of Chichén Itzá’s most important sites with a local guide and visit the Cenote Saamal.  You’ll start your day with a visit to Cenote Saamal for a swim in the natural sinkhole followed by a buffet lunch at a Yucatecan restaurant. Then, head to Chichén Itzá where you’ll discover well-preserved Mayan ruins, such as the imposing Temple of Kukulcán and Gran Juego de Pelota, the great ball court. As you stroll this ancient city, your guide will share insights into the significance of these structures. Round off the day with a trip to the colonial city of Valladolid for shopping and a visit to Iglesia de San Servacio.","['Chance to see the Temple of Kukulcán', 'Insights into Maya ruins from local guide', 'Opportunity to swim in a natural cenote', 'Visit to the colonial city of Valladolid']","['Guide services', 'Admission to Cenote Saamal', 'Round-trip transportation', 'Bottles of water', 'Buffet lunch']","['Tips', 'Drinks during lunch', 'State taxes']","['Accessible to pushchairs/prams', 'Public transport links nearby', ""Infants must sit on an adult's lap""]","['Not recommended for pregnant visitors', 'Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels', 'Suitable for all fitness levels']","Pick-up pointAv. Tulum Oriente, TulumPickup is available between Akumal and Dreams Tulum. 

Please provide your pickup details upon checkout."
Chichen Itza Classic Tour and Cenote Saamal Departures from Tulum,"One of yours stop will be one of the seven wonders of the world; Chichen Itza, the largest Mayan settlement of this civilization. You will learn about this culture and visit some ruins of this site.On this tour you will have the opportunity of have a guided visit through this place full of tradition and history and you will be able to see the architecture, the Kukulkan pyramid The Temple of the Warriors, The Observatory, The Sacred Cenote and The Ball Game. Also, you have a free time to taking a picture or walking in this extraordinary place.We will make a stop at a Cenote where you’ll enjoy a swim in crystal clear and fresh waters of an incredible place formed by nature, close this magical cenote you will enjoy a tasting of traditional Buffet of dishes from the region.To the end you will have free time to walk in Valladolid a town that has the category of magical town for the beauty of its streets, traditions, history and gastronomy. You might shop and walking in.",[],"['Short visit to the town of Valladolid', 'Bilingual guide', 'Regional Buffet Lunch', 'Round transportation', 'Entrance to Chichen Itza and Cenote Saamal']","['Does not include drink buffet and life vest in cenote (60 mxn)', 'Preservation tax for ruins: 22 USD per adult and 19 USD per child']",[],[],"Departure pointSúper Akí Tulum, Tulum, 77780Pick up time Tulum super aki right where the sliding doors are at 9:45 am and you have to wait the guide, you must know rhat time is a lot of traffic"
ATV & Zipline Tour with a Boat Ride & Snorkelling,"On this full-day adventure tour, you’ll ride an ATV for 20 km through the jungle to a ziplining circuit and a cenote that’s suitable for swimming. You’ll also go on a boat trip from Tulum Beach to swim and snorkel near the world's second-largest coral reef.   During the tour, you’ll watch a Mayan ceremony and eat a complimentary Mayan lunch at a local restaurant. You’ll have free time to relax in the restaurant’s hammocks.",[],"['ATV ride', 'Lunch', 'Snorkelling equipment', 'Transportation in an air-conditioned vehicle', 'Rappelling equipment']","['Photography charges (optional)', 'Drinks', 'Tips']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']","Pick-up pointEl Camello Jr, Gonzalo Guerrero, 77710Meet your guide at the listed address, in front of the Súper Akí supermarket."
Tulum Archaeological Zone Admission,"This skip-the-line ticket will provide you with access to one of Mexico's most iconic archeological zones, the Tulum Ruins. You'll have the opportunity to explore the ruins at your own pace and see structures dating back to the 13th century. The ticket also includes the opportunity to sample some authentic Mexican tequila.",[],"['Skip-the-line admission', 'Tequila tasting']","['Guide services', 'Transportation', 'Government tax (MXN 60)']",[],"[""Please arrive at the listed address at least 15 minutes before your scheduled activity time.To access the archeological zone, please present your mobile voucher at the 'Mexican Candy Outlet' shop and redeem your physical tickets.\r Please make sure to redeem your ticket before 14:00 to make sure you have enough time to visit all the ruins.\r Please note that this is a skip-the-line ticket, and you must go directly through the turnstiles upon arrival.\r Please note that this voucher is valid on the specified date and time only.""]","Tulum Archaeological Zone AdmissionCarretera Federal, Cancun - Chetumal Km 230, 307, Tulum, 77780To access the archeological zone, please present your mobile voucher at the 'Mexican Candy Outlet' shop and redeem your physical tickets.

Please make sure to redeem your ticket before 14:00 to make sure you have enough time to visit all the ruins."
