city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
Cruise of San Francisco Bay with an Audio Guide,"This 60-minute cruise will give you the chance to see several of San Francisco’s most iconic landmarks. Along the way, an audio guide will tell you insightful facts and stories about the city and its history. Sailing along San Francisco's waterfront, you will get to see the Golden Gate Bridge before heading towards Alcatraz Island. The cruise will also pass by other renowned sights including Maritime National Park, North Beach, Angel Island State Park and the town of Sausalito. If you are lucky, you will also be able to see harbour porpoises, whales and sea lions.","['A chance to see the Golden Gate Bridge and Alcatraz', ""Cruise along San Francisco's waterfront and enjoy views of the city"", 'An audio commentary available in 16 languages']","['60-minute boat cruise', 'Audio guide in 16 languages']",,"['Visitors must show a valid photo ID.', 'Please arrive at least 30 minutes before the activity starts.']","['English (UK)FrenchGermanSpanishPortugueseThaiSimplified ChineseKoreanJapaneseItalianRussianHebrewArabicIndonesianVietnamese', 'English (UK)', 'English (UK)', 'French', 'French', 'German', 'German', 'Spanish', 'Spanish', 'Portuguese', 'Portuguese', 'Thai', 'Thai', 'Simplified Chinese', 'Simplified Chinese', 'Korean', 'Korean', 'Japanese', 'Japanese', 'Italian', 'Italian', 'Russian', 'Russian', 'Hebrew', 'Hebrew', 'Arabic', 'Arabic', 'Indonesian', 'Indonesian', 'Vietnamese', 'Vietnamese']","Meeting pointPier 43 1/2, Fisherman's Wharf, San Francisco, CA 94133Arrive at Pier 43 ½ in Fisherman’s Wharf 15–30 minutes before the scheduled departure time.

It is recommended that you account for delays due to traffic and/or parking when planning your arrival."
"Hop-on, Hop-off Bus Tour","This hop-on, hop-off tour will let you discover the key attractions of San Francisco, spending more time at the places that interest you most. You'll ride on a comfortable, open-top bus with a live guide on board. The route will stop at 20 locations including Union Square, Pier 39, North Beach, Fisherman's Wharf, Chinatown, the Civic Center,  and Golden Gate Park.",[],"['Transportation on a double-decker bus', 'Guide services in English', 'WiFi on board']",,['Suitable for all fitness levels'],"[""Please note that the stops include Union Square, Chinatown, Financial District, North Beach, Ferry Plaza, Pier 39, Fisherman's Wharf, Ghirardelli On-The-Go and 12 others.\rTours run daily from 10:15–16:00.\rThe tour duration is two hours. \rBuses run every 30 to 45 minutes between stops. The last tour bus leaves at 16:00.\rPlease bring your ticket with you to the attraction.\rShow more"", 'Show more']","Departure pointUnion Square,  280 Geary street, San Francisco, CA, CA 94108Stop one is in Union Square at the listed address, but you can join the tour from any stop."
San Francisco Bay Sunset Cruise,"On this two-hour relaxing cruise, you'll be able to take in picturesque views of the sunset over San Francisco Bay. You'll pass famous sights including Alcatraz and sail under the Golden Gate Bridge as the sun slips below the horizon.","['Sunset boat ride around the San Francisco Bay', 'Guided commentary learn more about the sights']","['Boat cruise', 'Onboard commentary']",,"['Visitors must show a valid photo ID.', 'Please arrive at least 30 minutes before the activity starts.']","['English (US)', 'English (US)', 'English (US)']","Departure pointPier 43 1/2, Fisherman's Wharf, San Francisco, CAPlease check in 20–30 minutes before the scheduled start time."
Alcatraz and San Francisco Waterfront Cruise,"On this 90-minute tour, you’ll cruise around the San Francisco waterfront and get insights into the history of Alcatraz. After boarding your boat, you’ll pass the Golden Gate Bridge on your way to Alcatraz. At the prison, the boat will circle the island while you have images of life in the prison appear on your mobile device. The images will be accompanied by an audio tour that includes guards and inmates telling stories of life on the island as well as stories of Alcatraz’s most famous inmates. In addition to viewing Alcatraz, the boat will cross the San Francisco waterfront and Angel Island giving you views of the skyline and bay area.","['Audio tour with first-hand accounts of life in Alcatraz', 'Sightseeing along the scenic San Francisco waterfront']",['Admission'],"['Food and drinks', 'Alcoholic drinks']","['Transport is wheelchair accessible', 'Wheelchair accessible', 'Accessible to pushchairs/prams', 'Service animals welcome', 'Public transport links nearby']","['Suitable for all fitness levels', 'Suitable for all fitness levels']","Departure pointGates 3/4, Pier 39, North Beach, San Francisco, CABoard the boat at Pier 39 located at The Embarcadero at Beach St. in San Francisco. You do not have to visit the box office. Please queue by the blue 'Get Ready to Smile' canopy and present your voucher to the staff."
Small-group Yosemite National Park Day Trip,"On this full-day trip, you’ll journey from San Francisco to Yosemite National Park in a small group with a maximum of 15 participants. On a coach tour, you’ll be guided to highlights of the area including Bridalveil Falls, Tunnel View and El Capitan. You’ll make a stop for a 1.6 km walk through a grove of giant sequoias. There will be plenty of opportunities for photos at the Half Dome, El Capitan and Yosemite Falls.","['Visit to Yosemite National Park with an insightful guide', 'Short stroll of 1.6 km through a grove of giant sequoias', 'Opportunities for photos at Yosemite Falls and Half Dome']","['National Park fees', 'Pickup and drop-off (selected hotels)']","['Food and drinks', 'Tips']","['Wheelchair accessible', 'Surfaces are wheelchair accessible\t', 'Accessible to pushchairs/prams', 'Service animals welcome', 'Public transport links nearby', 'Infant seats available']","['Requires a moderate level of physical fitness', 'Requires a moderate level of physical fitness']","Pick-up pointSan FranciscoPlease note that pickup is available from selected hotels in San Francisco.

Pickups from Fisherman’s Wharf and Lombard Street Corridor will commence from 05:30–05:45.

Pickups from Union Square and SoMa will commence from 05:45–06:00.

Please look for a gray or black bus with 'BEST BAY AREA TOURS' written on it.

Please give a window of 15 minutes from the pickup time in case the passengers before you are not on time."
Small-Group Half-Day Muir Woods and Sausalito Afternoon Tour,"Join us for a narrated and scenic drive from San Francisco across the Golden Gate Bridge, explore the beauty of Giant Coastal Redwoods at Muir Woods, and appreciate the astonishing views from Sausalito's picturesque waterfront.On the way to the Woods, we usually make a short stop on the Northern side of the Golden Gate Bridge.We will spend one hour and twenty minutes in the Muir Woods and about one hour in Sausalito. Then we will take you back to your hotel. Should you decide to stay there longer, you can return to the city by Ferry or Uber. Ferry tickets are not included. We also run this tour in the morning, if there is a sufficient number of people. Muir Wood tour can be combined with a San Francisco City tour and/or Half Day Wine Tour to Sonoma.",[],"['Hotel pickup and drop-off', 'Bottled water', 'Professional guide']","['Gratuities', 'Entrance fee to Muir Woods National Monument ($15 USD)', 'You can return to city from Sausalito on a Ferry. Price of Ferry is not included.']",[],"['4.3 / 5Very good(99 reviews)See all reviews', '4.3 / 5Very good(99 reviews)See all reviews', '4.3 / 5Very good(99 reviews)', 'Good value4.7Facilities5.0Quality of service5.0Ease of access5.0', 'Good value4.7Facilities5.0Quality of service5.0Ease of access5.0', 'Good value4.7', 'Good value4.7', 'Good value', 'Good value', '4.7', '4.7', '', 'Facilities5.0', 'Facilities5.0', 'Facilities', 'Facilities', '5.0', '5.0', '', 'Quality of service5.0', 'Quality of service5.0', 'Quality of service', 'Quality of service', '5.0', '5.0', '', 'Ease of access5.0', 'Ease of access5.0', 'Ease of access', 'Ease of access', '5.0', '5.0', '']","Departure pointHyatt Centric Fisherman's Wharf San Francisco, North Point St 555, Fisherman's Wharf, SF, 94133If you need a specific pickup location, please contact us."
Muir Woods National Monument and Sausalito Tour,"This half-day excursion will allow you to explore Muir Woods National Monument and Sausalito with round-trip transportation from San Francisco. At Muir Woods National Monument, you’ll have an opportunity to admire the region’s impressive diversity of flora and fauna. During your 90-minute stop here, you’ll see redwoods, Steller's jay, banana slug and many more. You’ll also visit the charming coastal town of Sausalito, where you’ll have one hour to explore waterfront restaurants and quaint shops. You can choose a ferry or bus return trip from Sausalito to San Francisco. You can also opt for a four-hour bike rental for a chance to explore San Francisco at your own pace.",[],"['Transportation in a luxury air-conditioned coach', 'Four-hour tour of Muir Woods and Sausalito', 'Admission to Muir Woods National Monument', '90-minute stop in Muir Woods', '60-minute stop in Sausalito', 'Return by ferry (if option selected)', 'Four-hour bike rental (if option selected)']","['Tips', 'Food and drinks', 'Hotel pickup and drop-off']",['Suitable for all fitness levels'],"['Please arrive at least 10 minutes before the activity starts.', 'Please arrive at least 10 minutes before the activity starts.']","Departure pointLeavenworth St 2800, North Beach, San Francisco, CA, 94133Please arrive at the meeting point, across the street from Bay City Bike Rentals & Tours (blue canopy) ten minutes before the scheduled departure time. The bus will board just in front of the meeting point.

Please take note of the departure schedule from this meeting location:
 - 7:40 tour: Departure at 8:00
 - 10:40 tour: Departure at 11:00
 - 13:40 tour: Departure at 14:00

A tour representative will assist you with boarding the bus and check-in."
San Francisco Bay Twilight or Sunset Cruise,"On this cruise, you'll explore San Francisco Bay by boat during sunset or at twilight. You'll sail under the iconic Golden Gate Bridge and past the marina area and Fort Mason.  During the cruise, you'll have views of the Colt and Salesforce Towers and of Yerba Buena and Treasure Islands too.",[],['Cruise'],"['Tips', 'Drinks and snacks']",['Suitable for all fitness levels'],"['Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.']","Departure pointRed and White Fleet, 1/2 43, North Beach, SF, 94133Please meet at the listed address at Pier 43 1/2 (corner of Taylor Street and Embarcadero). Please present an electronic or paper copy of your voucher when boarding."
Golden Gate Bridge Bike Rental with Route Map,"On this full-day bike tour, you'll have the freedom to explore the streets of San Francisco at your own pace. Once you get access to your bike, you'll be able to ride on the famous Golden Gate Bridge and discover other iconic sites like the Mission District, the Alamo Square, the Maritime Museums and more. Since you'll have a colour-coded map with you at all times, you'll be able to follow along endless routes and discover San Francisco's art, history and architecture.","['Chance to explore scenic routes of San Francisco on a bike', 'Opportunity to ride a bike over the famous Golden Gate Bridge']","['Helmet rental', 'Bike rental', 'Lock', 'Illustrated maps', 'Baskets or bike bags']",['Insurance'],"['Children under 18 years old must be accompanied by an adult.', 'Visitors must show a valid photo ID.']","['Please wear weather-appropriate clothing. \rPlease note that road assistance is available in case you face any issues with your bike during the tour. \rPlease carry a credit card on the day of the tour. \rPlease select the duration and the time slot for the bike at check-out. \rPlease note that all participants must be able to ride their own bike. \rShow more', 'Show more']","Golden Gate Bridge Bike Rental with Route Map765 Beach Street, San Francisco, CA, 94109Arrive at the bike store, located across the street from the Maritime Museum."
Golden Gate Bay Boat Cruise,"On this one-hour boat tour, you'll cruise around San Francisco Bay and learn about the city as you listen to your audio guide. You'll float past the marina district, pass under the iconic Golden Gate Bridge and pass the wildlife reserves of the Marin Headlands, where you'll have a chance to see migrating birds, whales and harbor seals.  You'll also cruise past Alcatraz and the Angel Island State Park and see the sea lions as you cruise back to Fisherman's Wharf.",[],"['Audio guide in 16 languages', 'One-hour cruise', 'Skip-the-line admission']","['Tips', 'Food and drinks']",['Suitable for all fitness levels'],"['Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.']","Departure pointRed and White Fleet, 1/2 43, North Beach, San Francisco, SF, 94133Please arrive at the Pier 43 ½ ticket booth about 20–30 minutes prior to your preferred tour time."
Napa and Sonoma Wine Country Full-day Guided Tour,"On this full-day guided tour, you will get a chance to spend time at some of the renowned wineries in California's Wine Country. You will visit the famous wineries in Napa and Sonoma regions to taste some of their best wines. During the tour, you will also learn about winemaking techniques and see how grapes from vineyards are picked, crushed and blended to make wines. You will also stop for lunch at Historical Sonoma Square or at Vintage 1870 in the heart of Napa.",[],"['Transportation in an air-conditioned vehicle', 'Guide services', 'Wine tasting']","['Tips', 'Food and drinks', 'Hotel pickup or drop-off']",['Suitable for all fitness levels'],"['Please arrive at least 15 minutes before the activity starts.', 'Please arrive at least 15 minutes before the activity starts.', 'The minimum age for consuming alcohol is 21 years.', 'The minimum age for consuming alcohol is 21 years.']","Departure pointPost St 478, Union Square, San Francisco, CA, 94102Please arrive at the listed address. The bus will depart at 08:40 from directly across the street."
Admission to San Francisco Museum of Modern Art,"With this ticket, you'll get admission to the San Francisco Museum of Modern Art. Inside the stunning building, you'll get to see a huge range of modern and contemporary artworks, including paintings, sculptures, photography and architecture.  During your time in the museum, you'll get to see the rotating exhibitions and the creations that were made through the Campaign for Art. You'll also be able to visit the open-air café.","['Rotating exhibitions featuring paintings, sculptures, photography and architecture', 'Free audio app (iOS devices) to enjoy an audio tour with commentary', 'Chance to contemplate what you have seen at the open-air Cafe 5']","['Admission fee', 'Public daily spotlight and exhibition tours']",['Special exhibitions upgrade'],[],"['4.2 / 5Very good(11 reviews)See all reviews', '4.2 / 5Very good(11 reviews)See all reviews', '4.2 / 5Very good(11 reviews)', 'Good value4.3Facilities4.2Quality of service4.3Ease of access4.6', 'Good value4.3Facilities4.2Quality of service4.3Ease of access4.6', 'Good value4.3', 'Good value4.3', 'Good value', 'Good value', '4.3', '4.3', '', 'Facilities4.2', 'Facilities4.2', 'Facilities', 'Facilities', '4.2', '4.2', '', 'Quality of service4.3', 'Quality of service4.3', 'Quality of service', 'Quality of service', '4.3', '4.3', '', 'Ease of access4.6', 'Ease of access4.6', 'Ease of access', 'Ease of access', '4.6', '4.6', '']","Admission to San Francisco Museum of Modern Art151 Third Street, San Francisco, CA, 94103You can enter the museum off Third Street or Howard Street. 

SFMOMA’s parking garage on Minna Street is a few steps from the museum’s main entrance on Third Street. Parking can be validated at the second-floor information desk."
Self-Guided Cable Car City Tour in San Francisco,"Explore the best sights of San Francisco at your leisure, while riding the world famous Cable Car! We will stop at many attractions like Union Square, Chinatown, Nob Hill, The Italian Quarter, and Fisherman's Wharf!We are very excited to take you on this journey!Don't worry about other people, this tour is completely tailored to you with the Pintours App!With our app, you can pause the tour, and check out the locations as long as you want! You can skip a stop you don't like, and you have all the best information about each stop at your fingertips.",[],"['Cable Car ticket (only if option selected)', 'Unlock secret stories, audio, and music', 'Pintours App Guide']",,[],[],"Departure pointCable Car Turnaround Powell St., Powell St, Union Square, SF, 94102You will see the cable car stop, just get in line!"
Admission to San Francisco Aquarium of the Bay,"With this ticket, you will be able to visit the San Francisco Aquarium of the Bay, Sea Lion Center, Bay Model in Sausalito and Eco Center. Located at Pier 39, Aquarium of the Bay is one of the most popular aquariums in the world. It houses over 20,000 animals, including Bat Rays, Sevengill Sharks, River Otters, Jellies and more. Here, you will be able to view numerous animals and touch Sharks, Bay Rays and Sea Stars. You will also be able to visit the North American River Otter Gallery, where river otters swim, play, sleep and romp. At the aquarium, you will learn about conservation efforts to protect the diverse marine life and distinctive ecosystems.","['Chance to view numerous marine animals', 'Encounters with Bay Rays and Sharks']","['Admission to Aquarium of the Bay', 'Admission to Sea Lion Center']","['Behind-the-scenes tour', 'Feed the Sharks tour']",[],"['4.3 / 5Very good(17 reviews)See all reviews', '4.3 / 5Very good(17 reviews)See all reviews', '4.3 / 5Very good(17 reviews)', 'Good value4.2Facilities4.4Quality of service4.4Ease of access4.5', 'Good value4.2Facilities4.4Quality of service4.4Ease of access4.5', 'Good value4.2', 'Good value4.2', 'Good value', 'Good value', '4.2', '4.2', '', 'Facilities4.4', 'Facilities4.4', 'Facilities', 'Facilities', '4.4', '4.4', '', 'Quality of service4.4', 'Quality of service4.4', 'Quality of service', 'Quality of service', '4.4', '4.4', '', 'Ease of access4.5', 'Ease of access4.5', 'Ease of access', 'Ease of access', '4.5', '4.5', '']","Admission to San Francisco Aquarium of the BayPIER 39 The Embarcadero &, Beach St, San Francisco, CAPlease present this e-voucher at the site to redeem your ticket."
Alcatraz and Muir Woods Express with Golden Gate Bridge Visit,Combine inside Alcatraz with an assigned time same day visit to Muir Woods with Golden Gate Bridge. Enjoy a hybrid of light driver narration with bridge history and Alcatraz Escape presentations.This tour includes:Assigned By Us: Muir Wood Van departure time (70+ minute)Assigned By Us: Alcatraz Island Admission Time Slot (2.5+ hours)Golden Gate Bridge stop (15+ minutes)We will assign your time in advance. We will assign a random time slot as early as 6:45am or as late as 5pm in peak times.VIP James Woods Road Trip Upgrade: Our full Muir Woods Express plus bonus time in Sausalito with brunch credit. Guests will be returned to Wharf by van or scheduled Sausalito ferry. Some dates will start by ferry in Sausalito then Muir Woods and Golden Gate. We will advise. 645am Early Bird: Get there before the crowds do! Enjoy nature as it was intended with silence! We are often the first tour group there! Enjoy $10 Brunch credit after Muir Woods at our chosen vendor.,[],"['Assigned by Us: Time Same day Muir Woods MiniBUS (70+ minute self guided; entry fee not included)', 'Assigned By Us: Time Boat to and from Alcatraz Island from Pier 33', 'Assigned By Us: Woods Departure times as early as 7:20am through 5pm', ""Tours will start and finish in Fisherman's Wharf. Returns by van or ferry."", 'Hybrid narration/television monitor (when available)', 'Official Alcatraz ticket, including ferry ride to the island (Value $45.25)', 'Golden Gate Bridge Photo Stop (Sf Side) Ample time for photos!']","['Children age 7 and under without proper car seats not permitted by law', 'Days events may be arranged in any order that we may deem necessary', 'This is a non private tour with various guests of max 40 people', 'No transportation to/from hotels to Pier 33 or Express Van departure point or Pier 39', 'Infants 4 and under free at Alcatraz but fee applies for Express seat portion', 'Van does not provide car seats or booster seats (required for age 7 and under)', 'We will assign order of events (Express before Alcatraz or Express after Alcatraz)', 'Muir Woods $15 Entry not included with any of our packages or options', 'Guests do not assume that they are early or late in the day. It is assigned!', 'We do not pick up guests at their own hotel. They will be told us how to find us!', ""Hotel Pick Up and Drop Off not available. Tours end in Fisherman's Wharf.""]",[],"['What guests loved mostSee all reviewsPPriscila_MReally nice tour! James is such a nice guy. Really organised and well explained instructions! Super recommend this tour! \xa0Posted 08 October 2023 on ViatorBBijal_TWould certainly recommend, especially if you are short on time. James was very friendly and a knowledgeable guide\xa0Posted 11 July 2023 on ViatorJJudy_AJonathon was very informative and always on time.  I am in a wheelchair and he was wonderful helping me.\xa0Posted 25 June 2023 on ViatorNNikki_MGreat experience, did this trip solo.I Learned so much from our tour guide James, he was so informative. Would definitely recommend this tour. \xa0Posted 01 May 2023 on ViatorJJesse_PJames was the best tour guide I’ve ever had. Very educational trip and everything was timed perfectly\xa0Posted 14 November 2022 on Viator', 'What guests loved mostSee all reviews', 'PPriscila_MReally nice tour! James is such a nice guy. Really organised and well explained instructions! Super recommend this tour! \xa0Posted 08 October 2023 on ViatorBBijal_TWould certainly recommend, especially if you are short on time. James was very friendly and a knowledgeable guide\xa0Posted 11 July 2023 on ViatorJJudy_AJonathon was very informative and always on time.  I am in a wheelchair and he was wonderful helping me.\xa0Posted 25 June 2023 on ViatorNNikki_MGreat experience, did this trip solo.I Learned so much from our tour guide James, he was so informative. Would definitely recommend this tour. \xa0Posted 01 May 2023 on ViatorJJesse_PJames was the best tour guide I’ve ever had. Very educational trip and everything was timed perfectly\xa0Posted 14 November 2022 on Viator', 'PPriscila_MReally nice tour! James is such a nice guy. Really organised and well explained instructions! Super recommend this tour! \xa0Posted 08 October 2023 on Viator', 'PPriscila_MReally nice tour! James is such a nice guy. Really organised and well explained instructions! Super recommend this tour! \xa0Posted 08 October 2023 on Viator', 'P', 'P', 'P', 'Priscila_M', 'Priscila_M', 'Posted 08 October 2023 on Viator', 'BBijal_TWould certainly recommend, especially if you are short on time. James was very friendly and a knowledgeable guide\xa0Posted 11 July 2023 on Viator', 'BBijal_TWould certainly recommend, especially if you are short on time. James was very friendly and a knowledgeable guide\xa0Posted 11 July 2023 on Viator', 'B', 'B', 'B', 'Bijal_T', 'Bijal_T', 'Posted 11 July 2023 on Viator', 'JJudy_AJonathon was very informative and always on time.  I am in a wheelchair and he was wonderful helping me.\xa0Posted 25 June 2023 on Viator', 'JJudy_AJonathon was very informative and always on time.  I am in a wheelchair and he was wonderful helping me.\xa0Posted 25 June 2023 on Viator', 'J', 'J', 'J', 'Judy_A', 'Judy_A', 'Posted 25 June 2023 on Viator', 'NNikki_MGreat experience, did this trip solo.I Learned so much from our tour guide James, he was so informative. Would definitely recommend this tour. \xa0Posted 01 May 2023 on Viator', 'NNikki_MGreat experience, did this trip solo.I Learned so much from our tour guide James, he was so informative. Would definitely recommend this tour. \xa0Posted 01 May 2023 on Viator', 'N', 'N', 'N', 'Nikki_M', 'Nikki_M', 'Posted 01 May 2023 on Viator', 'JJesse_PJames was the best tour guide I’ve ever had. Very educational trip and everything was timed perfectly\xa0Posted 14 November 2022 on Viator', 'JJesse_PJames was the best tour guide I’ve ever had. Very educational trip and everything was timed perfectly\xa0Posted 14 November 2022 on Viator', 'J', 'J', 'J', 'Jesse_P', 'Jesse_P', 'Posted 14 November 2022 on Viator', '']","Departure pointSausalito, Sausalito, 94965On select peak dates we will inform guests in advance to take an included Sausalito Ferry from Pier 41 to meet us in Sausalito. They will then be taken to Muir Woods from this point, explore Muir Woods, see Golden Gate Bridge, and back to Pier 41."
Alcatraz Tour Plus Muir Woods and Sausalito Day Trip,"Alcatraz Island remains one of San Francisco's greatest landmarks — and now you can experience its chilling allure for yourself. Packaged with the half day tour to the giant redwood trees at Muir Woods and charming Sausalito, this Alcatraz combo is a perfect day to see the famous National Monuments around San Francisco.",[],"['Alcatraz Admission Ticket including Ferry Ride & Cellhouse Audio Tour ($45.25 USD value)', 'Narrated bus tour to Muir Woods and Sausalito', ""Free time in Muir Woods (90') and Sausalito (60')"", 'Admission to Muir Woods National Monument (15$ Admission included)', 'Transport by luxury air-conditioned coach & Professional Driver Guide']","['Gratuities', 'Food and drinks, unless specified', 'Bus Transportation after the Alcatraz Tour is not included', 'Hotel Pick-up & drop-off Not included']",[],"['What guests loved mostSee all reviews', 'What guests loved mostSee all reviews', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","Departure point478 Post St, Post St 478, Union Square, SF, 94102Union Square Area - Downtown San Francisco
(meet us at 478 Post St. Encore Cafe is next door. The bus will board from directly across the street)
Arrive by 7:25 AM to check-in
Bus Departs at 7:40 AM"
Small-Group Day tour to the Yosemite National Park,"On this tour, you'll set out on a four-hour drive to the UNESCO-listed Yosemite National Park. Along the way, you can catch the views of the Alcatraz Island, Golden Gate Bridge and the striking skyline of San Francisco while listening to a commentary about the sites within the national park. Upon reaching, you'll get to climb up tracks of the Yosemite Valley to be rewarded with panoramic vistas from the 'Tunnel View' viewpoint. Your in-coach tour will end near the 2,425-feet long cascading Yosemite Falls. From here, you'll get about three hours to explore this sublime expanse on your own. You can hike up the rugged trails or enjoy a bike ride along the meandering paths, leisurely taking in the natural beauty of the landscape before heading back to the city.",[],"['Admission to the Yosemite National Park', '1.5-hour commentary on board about Yosemite', 'Guide services', 'Transportation in a bio-fueled vehicle', 'Pickup and drop-off (selected hotels)']","['Meals (can be purchased)', 'Bike rental (can be purchased)', 'Tips']",['Suitable for all fitness levels'],"['English (US)', 'English (US)', 'English (US)']","Meeting pointSan Francisco, CAPlease note that pickup and drop-off services are available for selected meeting points in San Francisco. Please provide your pickup details during checkout. 

The pickup details are as follows:
- 06:35 from Riu Plaza Fisherman's Wharf, North Point Street side
- 06:50 from Hilton San Francisco Union Square, Mason Street side 
- 07:10 from InterContinental San Francisco, 888 Howard Street
- 07:45 from Dublin BART Station (Hacienda exit)"
California Academy of Sciences NightLife Ticket,"With this ticket, you’ll get an entry to the California Academy of Sciences Museum at night. Inside the lively museum, you’ll see a variety of exhibits with incredible science and music playing in the background all along. You’ll have time to explore the entire museum area, including the aquarium, the planetarium and the prime exhibits. Finally, you can head to the four-story coral reef and living rainforest ecosystem. You can have a variety of cocktails and food, which will be available for purchase inside the venue.",[],['Admission to California Academy of Sciences NightLife'],"['Transportation', 'Food and drinks', 'Personal expenses']",[],"['Please note the opening hours:\r- Thursday: 18:00–22:00\r- Last admission: 21:00\r- The last entry into the rainforest dome is at 19:30\r Please arrive at the listed address and present your voucher at the entrance.Please note that your voucher is valid until 2023-05-01, 23:59:59.\r Please note that planetarium passes are required for planetarium shows during NightLife. Reserve your planetarium show passes with an additional USD 5 by scanning the QR code on your voucher in the lobby as soon as you arrive. Please note that reservations are first-come, first-served.\r Please follow the local COVID-19 guidelines and regulations in order to join the tour.\r Please note that outside food and drinks are not allowed inside the venue.']","California Academy of Sciences NightLife TicketCalifornia Academy of Sciences: 55 Music Concourse Drive, San Francisco, CA, 94118"
Alcatraz Plus San Francisco City Combo Tour,"Get a comprehensive look at San Francisco and learn a bit of city history along the way. This tour consists of 2 parts and each lasts 3.5 to 4 hours.During the city tour, we will make multiple stops.You will see Union Square, Chinatown, Nob Hill, Financial District, Embarcadero, North Beach, Telegraph Hill, Fisherman's Wharf, Fort Mason, Marina, Palac of Fine Arts, Golden Gate Bridge, Haight Ashbury, Civic Center, Painted Ladies. After the city tour, our guide will drop you at Alcatraz landing at least 30 minutes before your boat departure. You will visit one of the most famous landmarks in the US and enjoy the views of the city, the bay, and the bridges. You will learn the history of Alcatraz. After the visit to Alcatraz, the boat will bring you back to Pier 33. You have to return to your hotel on your own.ALCATRAZ TICKETS BOOKED AT THE LAST MINUTE ARE SUBJECT TO AVAILABILITY.",[],"['Professional and experienced guide for the city tour', 'Round-trip ferry ride from Pier 33 to Alcatraz Island', 'Bottled water', 'Official Alcatraz ticket, including ferry ride to the island (Value $45.25)']","['Gratuities to the driver', 'Lunch', 'Pickup after Alcatraz tour', 'Food and Beverages']",[],[],"Departure pointHotel Zeppelin San Francisco, Post St 545, Lower Nob Hill, SF, 94102Hotel Zeppelin"
Combo Small-Group Tour: SF City plus Muir Woods & Sausalito,"This combo tour consists of 2 parts: A tour to Muir Woods and Sausalito and San Francisco City tour.Two different tours are run by either one or two different drivers and usually, there is a 30-minute break between them. It can start with either Woods or the city depending on the number of bookings.On the way to the Woods, you will cross the Golden Gate bridge and make a short stop to take pictures of the bridge, the bay, and downtown San Francisco.Then we will drive you to the Muir Woods where you will spend 1hr 20 minutes walking and seeing the tallest trees in the world.Then we will take you to Sausalito where you will spend 1 hour strolling the waterfront, visiting art galleries and souvenir shops, or having lunch.We will take you back to the city and you will enjoy the city tour that lasts about 3.5 to 4 hours.You will see all the major attractions of this World Class city with one of our experienced tour guides. He will make 4-5 stops to take pictures.",[],"['Hotel pickup and drop-off', 'Bottled water', 'Professional guide']","['Gratuities', 'Entry fee to the Woods, $15 for adults, children get in free, special discounts for seniors.']",[],[''],"Departure pointFairmont San Francisco, Mason St 950, Nob Hill, SF, 94108in front of the Fairmont Hotel.
Always call us on the day before to confirm your pick-up location."
Guided Tour of Muir Woods and Sausalito,"This bus tour will take you over the Golden Gate Bridge to experience the peacefulness of Muir Woods National Monument. Here, you’ll be surrounded by ancient giant redwoods within the forest. On your way back to San Francisco from the monument, you’ll make an hour-long stop in Sausalito, a coastal city. Here, you can get off the bus and stretch your legs while perusing the Mediterranean-style eateries, galleries and shops.","['Opportunity to observe giant redwood sequoia trees', 'Time for exploring and shopping in the city of Sausalito', 'Chance to drive across the famous Golden Gate Bridge']","['Transportation in an air-conditioned luxury coach', 'Admission to Muir Woods', 'Free time in Muir Woods', 'Return ferry to San Francisco from Sausalito (if selected)']","['Tips (optional)', 'Food and drinks', 'Hotel pickup and drop-off']",[],"['Please note that the buses are air-conditioned. The size of the bus depends on the number of passengers booked for that particular day. There are 28 and 39-seat vehicles used for this tour.\rIf a one-hour stop in Sausalito is not enough for you, there is the option to extend your stay and take the return ferry to San Francisco. Please note that this cost is not included unless selected during checkout.\rPlease note that there is WiFi and a WC located on the luxury coach bus.\rDue to an effort to conserve Muir Woods and the giant redwood trees for future generations, the National Park Service has recently restricted access to the park to only a limited number of parking slots. The tour provider is not able to secure the same departure time for every day. You will be contacted by Gray Line San Francisco seven days prior to the tour date departure to verify travel time.\rPlease bring your ticket with you to the attraction.\rShow more', 'Show more']","Meeting point478 Post St, San Francisco, CA, 94102Please arrive at least 15 minutes prior to your scheduled departure time. Please present your voucher to the Gray Line San Francisco office and redeem your tickets."
